Token ID,Owner Address,Attribute clan,Attribute revealed,Attribute chassis,Attribute color,Attribute graphic,Attribute animation,Attribute emissive color,Attribute tier,Attribute head,Attribute torso,Attribute pelvis,Attribute shoulder left,Attribute shoulder right,Attribute arm left,Attribute arm right,Attribute leg left,Attribute leg right,Attribute knee left,Attribute knee right,Attribute collection
9851,0x784Dbc869ce4E76b7a9839Fa7a4B0EdeEce2c4C5,Grimbone,true,Medium,Scorched Earth,Zero Effort,Run,Sun Spots,Adept,Common,Clan,Clan,Uncommon,Common,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
9852,0x90d85c699F32ed2EfA66432bc3D3f1169638799d,Emerald Hand,true,Heavy,Emerald Palace,Zero Effort,Heavy Spin,Prism,Adept,Clan,Clan,Uncommon,Common,Common,Common,Common,Clan,Clan,Common,Common,Spark Suit Edition 01
9853,0xA9183EafDa1C7C812a9dd7d9EB093f2E229F8eB7,Emerald Hand,true,Heavy,Emerald Palace,Wave,Heavy Spin,Gem Stone,Officer,Uncommon,Common,Uncommon,Rare,Uncommon,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
9854,0x5E051b713DC35DFc366330B00290529b436CF6E3,Grimbone,true,Light,Scorched Earth,Zero Effort,Dash,Dusk,Officer,Clan,Common,Rare,Common,Rare,Common,Common,Rare,Rare,Rare,Rare,Spark Suit Edition 01
9855,0x21451C5d2Dc3BF7baf98219BC9A7c4219eAc0B67,Grimbone,false,,,,,,,,,,,,,,,,,,
9856,0x3f31a02B2e6c8D4f31b64c8a26997e645D3443d2,Emerald Hand,false,,,,,,,,,,,,,,,,,,
9857,0x21451C5d2Dc3BF7baf98219BC9A7c4219eAc0B67,Emerald Hand,true,Medium,Elite Corps,Zero Effort,Boxing,Elite,Master,Uncommon,Common,Common,Common,Clan,Common,Common,Common,Common,Common,Rare,Spark Suit Edition 01
9858,0x2EF85BCA2eD2adaB2d3b10C50385953F90c28343,Emerald Hand,true,Heavy,Elegance,Wave,Heavy Spin,Astral,Runner,Common,Common,Common,Uncommon,Clan,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
9859,0x21451C5d2Dc3BF7baf98219BC9A7c4219eAc0B67,Bubblegum Violence,false,,,,,,,,,,,,,,,,,,
9860,0x000000000000000000000000000000000000dEaD,Grimbone,true,Medium,Scorched Earth,Zero Effort,Run,Blue Blaze,Runner,Common,Common,Uncommon,Common,Uncommon,Common,Common,Common,Common,Common,Uncommon,Spark Suit Edition 01
9861,0xa6e5ccD3231eba3E59D0e41a27761Ec0fE6DD497,Grimbone,true,Heavy,Scorched Earth,Zero Effort,Heavy Spin,Hot Orange,Officer,Common,Common,Common,Common,Rare,Common,Common,Common,Common,Rare,Uncommon,Spark Suit Edition 01
9862,0xD3E7682CfBC8C1e3AdF3f115eB6A824E998c1919,Bubblegum Violence,true,Medium,Harlequin Tonic,Zero Effort,Boxing,Yuletide Up,Runner,Rare,Rare,Clan,Uncommon,Common,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
9863,0xD3E7682CfBC8C1e3AdF3f115eB6A824E998c1919,Grimbone,true,Medium,Scorched Earth,Zero Effort,Run,Dusk,GrandMaster,Clan,Common,Clan,Common,Common,Common,Common,Common,Common,Rare,Rare,Spark Suit Edition 01
9864,0xD3E7682CfBC8C1e3AdF3f115eB6A824E998c1919,Grimbone,true,Heavy,Sunrise,Skulls,Heavy Spin,Sun Spots,Runner,Uncommon,Common,Common,Uncommon,Common,Common,Common,Common,Common,Common,Uncommon,Spark Suit Edition 01
9865,0xD3E7682CfBC8C1e3AdF3f115eB6A824E998c1919,Bubblegum Violence,true,Medium,Harlequin Tonic,Zero Effort,Boxing,Ruby Cherry,Adept,Common,Common,Common,Common,Rare,Common,Common,Common,Common,Common,Rare,Spark Suit Edition 01
9866,0xD3E7682CfBC8C1e3AdF3f115eB6A824E998c1919,Bubblegum Violence,true,Medium,Harlequin Tonic,Tri Explosion,Boxing,Aquamarine Chill,Officer,Rare,Common,Uncommon,Common,Common,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
9867,0xC0f1099E1174957C559DabE316c4920BB0b4fb81,Bubblegum Violence,true,Medium,Harlequin Tonic,Zero Effort,Run,Yuletide Up,Adept,Common,Common,Uncommon,Common,Uncommon,Common,Common,Common,Common,Rare,Rare,Spark Suit Edition 01
9868,0x1246234Fc14D1Cf13c6FcEd62149a239df115167,Grimbone,true,Medium,Sunrise,Skulls,Run,Blue Blaze,Master,Common,Common,Common,Common,Common,Common,Common,Common,Common,Common,Rare,Spark Suit Edition 01
9869,0x000000000000000000000000000000000000dEaD,Bubblegum Violence,true,Medium,Harlequin Tonic,Tri Explosion,Boxing,Sapphire Star,Adept,Uncommon,Common,Uncommon,Uncommon,Rare,Common,Common,Rare,Rare,Common,Common,Spark Suit Edition 01
9870,0x2E2Ea3113cF2A47d60Cdf6DE4143487599770fE5,Emerald Hand,false,,,,,,,,,,,,,,,,,,
9871,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Heavy,Emerald Palace,Armada,Heavy Spin,Aura,Runner,Clan,Common,Rare,Common,Common,Common,Common,Clan,Clan,Rare,Common,Spark Suit Edition 01
9872,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Heavy,Emerald Palace,Zero Effort,Heavy Spin,Elite,Runner,Rare,Common,Common,Common,Uncommon,Clan,Clan,Common,Common,Common,Common,Spark Suit Edition 01
9873,0x000000000000000000000000000000000000dEaD,Grimbone,true,Heavy,Scorched Earth,Stripes,Heavy Spin,Dusk,Adept,Common,Common,Common,Common,Uncommon,Common,Common,Common,Common,Common,Uncommon,Spark Suit Edition 01
9874,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Heavy,Elite Corps,Wave,Heavy Spin,Gem Stone,Adept,Common,Clan,Clan,Rare,Common,Common,Common,Common,Common,Uncommon,Common,Spark Suit Edition 01
9875,0x6f431cc12C94D3Bce9E1F6B5009422dcc3489100,Emerald Hand,true,Heavy,Elegance,Zero Effort,Heavy Spin,Aura,Master,Clan,Clan,Common,Common,Common,Common,Common,Clan,Clan,Uncommon,Uncommon,Spark Suit Edition 01
9876,0x000000000000000000000000000000000000dEaD,Bubblegum Violence,true,Light,Mime Burst,Zero Effort,Dash,Aquamarine Chill,Runner,Common,Clan,Common,Rare,Uncommon,Common,Common,Common,Common,Rare,Uncommon,Spark Suit Edition 01
9877,0x81F721c2c86Ed240D09a5061b4315A0709522e0A,Emerald Hand,true,Heavy,Elite Corps,Zero Effort,Heavy Spin,Aura,Master,Rare,Common,Uncommon,Common,Common,Common,Common,Common,Common,Clan,Rare,Spark Suit Edition 01
9878,0x000000000000000000000000000000000000dEaD,Bubblegum Violence,true,Light,Harlequin Tonic,Tri Explosion,Dash,Lolita Jam,Runner,Common,Common,Rare,Common,Common,Common,Common,Common,Common,Uncommon,Uncommon,Spark Suit Edition 01
9879,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Heavy,Elite Corps,Zero Effort,Heavy Spin,Astral,Adept,Clan,Common,Common,Common,Common,Common,Common,Common,Common,Rare,Rare,Spark Suit Edition 01
9880,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Medium,Elite Corps,Wave,Boxing,Gem Stone,Adept,Clan,Common,Rare,Uncommon,Common,Rare,Rare,Common,Common,Uncommon,Rare,Spark Suit Edition 01
9881,0xd70A4884Fb6F34b448b1B65Cb6B8535C1C27035b,Grimbone,true,Light,Sunrise,Zero Effort,Dash,Dusk,Officer,Common,Common,Common,Common,Common,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
9882,0x19238dec7D0DD8D7c6D5674daBaC4a8DAD108F70,Bubblegum Violence,true,Medium,Tumblers Mule,Tri Explosion,Run,Yuletide Up,Adept,Uncommon,Rare,Common,Common,Uncommon,Common,Common,Common,Common,Rare,Common,Spark Suit Edition 01
9883,0x000000000000000000000000000000000000dEaD,Grimbone,true,Light,Scorched Earth,Zero Effort,Spin,Sun Spots,Adept,Uncommon,Common,Rare,Rare,Common,Common,Common,Common,Common,Uncommon,Common,Spark Suit Edition 01
9884,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Light,Elite Corps,Zero Effort,Dash,Elite,Adept,Rare,Common,Common,Common,Common,Common,Common,Rare,Rare,Clan,Common,Spark Suit Edition 01
9885,0xd2dE0314Dc35102654ae20C773A91dc11D975744,Emerald Hand,false,,,,,,,,,,,,,,,,,,
9886,0x91B4D332a34099a87Fa838c16Db72d5d3351abe8,Emerald Hand,true,Medium,Elite Corps,Wave,Boxing,Aura,Master,Uncommon,Common,Rare,Common,Rare,Common,Common,Rare,Rare,Common,Common,Spark Suit Edition 01
9887,0x000000000000000000000000000000000000dEaD,Grimbone,true,Medium,Scorched Earth,Skulls,Run,Faded,Runner,Uncommon,Common,Common,Common,Common,Common,Common,Common,Common,Rare,Rare,Spark Suit Edition 01
9888,0x02565CCB5B48641808063BCA489A3312C85D6Ce9,Emerald Hand,true,Heavy,Elite Corps,Zero Effort,Heavy Spin,Aura,Adept,Uncommon,Common,Clan,Common,Common,Common,Common,Common,Common,Common,Rare,Spark Suit Edition 01
9889,0x02565CCB5B48641808063BCA489A3312C85D6Ce9,Emerald Hand,true,Heavy,Elite Corps,Armada,Sumo,Astral,Officer,Uncommon,Common,Uncommon,Common,Common,Common,Common,Clan,Clan,Rare,Common,Spark Suit Edition 01
9890,0x02565CCB5B48641808063BCA489A3312C85D6Ce9,Bubblegum Violence,true,Medium,Tumblers Mule,Tri Explosion,Run,Yuletide Up,Runner,Common,Rare,Common,Common,Common,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
9891,0x02565CCB5B48641808063BCA489A3312C85D6Ce9,Emerald Hand,true,Heavy,Emerald Palace,Wave,Heavy Spin,Elite,Officer,Common,Common,Common,Rare,Common,Clan,Clan,Common,Common,Common,Common,Spark Suit Edition 01
9892,0x02565CCB5B48641808063BCA489A3312C85D6Ce9,Grimbone,true,Medium,Scorched Earth,Stripes,Run,Dusk,Adept,Uncommon,Common,Common,Uncommon,Uncommon,Common,Common,Common,Common,Uncommon,Common,Spark Suit Edition 01
9893,0x16504a5E13a4B1B2CB12BF8add7f1407CA2EBBdd,Bubblegum Violence,false,,,,,,,,,,,,,,,,,,
9894,0x16504a5E13a4B1B2CB12BF8add7f1407CA2EBBdd,Grimbone,false,,,,,,,,,,,,,,,,,,
9895,0x16504a5E13a4B1B2CB12BF8add7f1407CA2EBBdd,Emerald Hand,false,,,,,,,,,,,,,,,,,,
9896,0x16504a5E13a4B1B2CB12BF8add7f1407CA2EBBdd,Emerald Hand,false,,,,,,,,,,,,,,,,,,
9897,0x16504a5E13a4B1B2CB12BF8add7f1407CA2EBBdd,Emerald Hand,false,,,,,,,,,,,,,,,,,,
9898,0xdCEF0728a7fe86cBdb3d1eCf03714F9F0Eb36081,Grimbone,true,Light,Sunrise,Zero Effort,Dash,Hot Orange,Runner,Common,Common,Uncommon,Rare,Common,Common,Common,Rare,Rare,Clan,Rare,Spark Suit Edition 01
9899,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Heavy,Elite Corps,Zero Effort,Sumo,Gem Stone,Runner,Uncommon,Common,Common,Rare,Common,Common,Common,Common,Common,Uncommon,Uncommon,Spark Suit Edition 01
9900,0x010B0d909a388A1D07500abB9372514766D85D16,Emerald Hand,true,Light,Emerald Palace,Wave,Dash,Elite,Runner,Rare,Common,Rare,Uncommon,Uncommon,Common,Common,Common,Common,Common,Uncommon,Spark Suit Edition 01
9901,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Medium,Elite Corps,Armada,Boxing,Aura,Runner,Rare,Common,Uncommon,Uncommon,Common,Rare,Rare,Common,Common,Uncommon,Common,Spark Suit Edition 01
9902,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Light,Elite Corps,Zero Effort,Spin,Elite,Runner,Rare,Common,Common,Common,Common,Common,Common,Rare,Rare,Common,Common,Spark Suit Edition 01
9903,0x81F721c2c86Ed240D09a5061b4315A0709522e0A,Emerald Hand,true,Heavy,Elite Corps,Wave,Heavy Spin,Aura,Master,Common,Common,Rare,Common,Common,Clan,Clan,Common,Common,Common,Uncommon,Spark Suit Edition 01
9904,0xba418C119F1f8292594646f3f5350756c9734C31,Grimbone,true,Light,Scorched Earth,Skulls,Spin,Blue Blaze,Officer,Common,Common,Clan,Common,Rare,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
9905,0x000000000000000000000000000000000000dEaD,Grimbone,true,Light,Sunrise,Stripes,Dash,Blue Blaze,Runner,Common,Common,Common,Uncommon,Common,Rare,Rare,Common,Common,Clan,Common,Spark Suit Edition 01
9906,0x000000000000000000000000000000000000dEaD,Grimbone,true,Medium,Scorched Earth,Zero Effort,Run,Dusk,Adept,Common,Common,Common,Rare,Uncommon,Common,Common,Common,Common,Clan,Uncommon,Spark Suit Edition 01
9907,0x6CE55CaCA95a00E938EA07a3Ca38f2C941Fe917e,Emerald Hand,true,Heavy,Elite Corps,Zero Effort,Heavy Spin,Elite,Officer,Common,Common,Uncommon,Uncommon,Common,Common,Common,Common,Common,Common,Uncommon,Spark Suit Edition 01
9908,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Heavy,Elite Corps,Wave,Heavy Spin,Elite,Adept,Common,Common,Common,Uncommon,Uncommon,Common,Common,Common,Common,Rare,Uncommon,Spark Suit Edition 01
9909,0x000000000000000000000000000000000000dEaD,Grimbone,true,Medium,Sunrise,Skulls,Run,Dusk,Adept,Rare,Common,Common,Uncommon,Common,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
9910,0x000000000000000000000000000000000000dEaD,Bubblegum Violence,true,Medium,Tumblers Mule,Tri Explosion,Run,Lolita Jam,Adept,Common,Common,Rare,Uncommon,Common,Common,Common,Common,Common,Uncommon,Rare,Spark Suit Edition 01
9911,0x000000000000000000000000000000000000dEaD,Bubblegum Violence,true,Medium,Tumblers Mule,Lightning Jazz,Run,Lolita Jam,Adept,Common,Rare,Rare,Common,Uncommon,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
9912,0x000000000000000000000000000000000000dEaD,Grimbone,true,Heavy,Scorched Earth,Skulls,Sumo,Blue Blaze,Adept,Uncommon,Common,Common,Common,Common,Common,Common,Common,Common,Uncommon,Common,Spark Suit Edition 01
9913,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Light,Elite Corps,Wave,Dash,Aura,Runner,Rare,Common,Clan,Uncommon,Common,Rare,Rare,Common,Common,Uncommon,Common,Spark Suit Edition 01
9914,0x61e2D07ff4004fEE9E194E4E29186B7d1E2088f0,Grimbone,true,Medium,Scorched Earth,Skulls,Run,Dusk,Adept,Uncommon,Common,Rare,Common,Common,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
9915,0x61e2D07ff4004fEE9E194E4E29186B7d1E2088f0,Grimbone,true,Light,Sunrise,Skulls,Dash,Hot Orange,Officer,Rare,Common,Common,Common,Common,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
9916,0x61e2D07ff4004fEE9E194E4E29186B7d1E2088f0,Emerald Hand,true,Heavy,Elite Corps,Zero Effort,Heavy Spin,Elite,Runner,Common,Common,Uncommon,Rare,Common,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
9917,0x61e2D07ff4004fEE9E194E4E29186B7d1E2088f0,Emerald Hand,true,Heavy,Elite Corps,Zero Effort,Heavy Spin,Elite,Master,Common,Common,Clan,Uncommon,Common,Clan,Clan,Common,Common,Uncommon,Common,Spark Suit Edition 01
9918,0x61e2D07ff4004fEE9E194E4E29186B7d1E2088f0,Bubblegum Violence,true,Medium,Harlequin Tonic,Tri Explosion,Boxing,Lolita Jam,Runner,Common,Common,Uncommon,Rare,Common,Common,Common,Common,Common,Uncommon,Common,Spark Suit Edition 01
9919,0x8861692432A058989CC66130741f53e6bcF55738,Grimbone,true,Heavy,Dark Side,Zero Effort,Heavy Spin,Dusk,Runner,Common,Common,Common,Uncommon,Common,Common,Common,Common,Common,Common,Rare,Spark Suit Edition 01
9920,0x686A9DC15Eb518C65893dcF871576C3Ca5c0220a,Bubblegum Violence,true,Medium,Mime Burst,Zero Effort,Run,Yuletide Up,Officer,Uncommon,Rare,Common,Rare,Uncommon,Common,Common,Common,Common,Rare,Rare,Spark Suit Edition 01
9921,0x000000000000000000000000000000000000dEaD,Bubblegum Violence,true,Medium,Harlequin Tonic,Tri Explosion,Run,Yuletide Up,Adept,Clan,Common,Clan,Clan,Rare,Common,Common,Common,Common,Uncommon,Common,Spark Suit Edition 01
9922,0x000000000000000000000000000000000000dEaD,Bubblegum Violence,true,Medium,Harlequin Tonic,Tri Explosion,Boxing,Yuletide Up,Adept,Uncommon,Rare,Uncommon,Common,Common,Common,Common,Common,Common,Rare,Rare,Spark Suit Edition 01
9923,0x000000000000000000000000000000000000dEaD,Grimbone,true,Medium,Sunrise,Zero Effort,Run,Sun Spots,Runner,Common,Common,Common,Rare,Common,Clan,Clan,Common,Common,Uncommon,Common,Spark Suit Edition 01
9924,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Heavy,Elegance,Zero Effort,Heavy Spin,Aura,Runner,Common,Common,Common,Common,Rare,Clan,Clan,Common,Common,Rare,Uncommon,Spark Suit Edition 01
9925,0x000000000000000000000000000000000000dEaD,Bubblegum Violence,true,Medium,Mime Burst,Tri Explosion,Boxing,Yuletide Up,Adept,Common,Common,Common,Uncommon,Uncommon,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
9926,0x1366E30Dd9F4B82B33b9C4E5D284Fc3e3Ef7224f,Grimbone,true,Medium,Scorched Earth,Stripes,Run,Dusk,Runner,Uncommon,Common,Clan,Common,Clan,Common,Common,Common,Common,Common,Rare,Spark Suit Edition 01
9927,0xf8B53253a135e14aeD6A948D25de06C0e816DF39,Grimbone,true,Medium,Dark Side,Skulls,Run,Blue Blaze,Runner,Uncommon,Common,Common,Uncommon,Rare,Common,Common,Common,Common,Uncommon,Rare,Spark Suit Edition 01
9928,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Heavy,Elite Corps,Zero Effort,Heavy Spin,Aura,Adept,Common,Common,Uncommon,Common,Common,Common,Common,Common,Common,Common,Rare,Spark Suit Edition 01
9929,0x81F721c2c86Ed240D09a5061b4315A0709522e0A,Emerald Hand,true,Heavy,Elite Corps,Wave,Heavy Spin,Elite,GrandMaster,Common,Common,Common,Uncommon,Common,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
9930,0xC8b11D36314f8cd3c815262ab5e207c88A0Fde32,Emerald Hand,true,Heavy,Elite Corps,Wave,Heavy Spin,Aura,Runner,Uncommon,Common,Uncommon,Common,Common,Common,Common,Common,Common,Rare,Common,Spark Suit Edition 01
9931,0xc42bf2A3acfA4F2CE8e772a6E05383D277920cE2,Grimbone,true,Medium,Scorched Earth,Zero Effort,Boxing,Dusk,Adept,Common,Common,Common,Common,Uncommon,Clan,Clan,Common,Common,Common,Uncommon,Spark Suit Edition 01
9932,0x0d38213f35178f4671ddB7012025DEE7e1E3aa6a,Bubblegum Violence,true,Medium,Harlequin Tonic,Zero Effort,Run,Lolita Jam,Adept,Common,Common,Uncommon,Rare,Common,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
9933,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Medium,Elite Corps,Wave,Run,Aura,Adept,Common,Rare,Rare,Common,Uncommon,Common,Common,Common,Common,Common,Rare,Spark Suit Edition 01
9934,0x81F721c2c86Ed240D09a5061b4315A0709522e0A,Emerald Hand,true,Heavy,Elite Corps,Zero Effort,Heavy Spin,Astral,GrandMaster,Common,Clan,Common,Uncommon,Rare,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
9935,0x60aF4CCa7AA288074f1970D6Bef4BF6f0Fae64cC,Emerald Hand,true,Light,Elite Corps,Zero Effort,Dash,Elite,Runner,Common,Common,Common,Uncommon,Common,Common,Common,Common,Common,Uncommon,Common,Spark Suit Edition 01
9936,0x000000000000000000000000000000000000dEaD,Grimbone,true,Light,Dark Side,Zero Effort,Dash,Blue Blaze,Adept,Uncommon,Common,Uncommon,Common,Common,Common,Common,Rare,Rare,Clan,Common,Spark Suit Edition 01
9937,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Light,Emerald Palace,Wave,Dash,Aura,Adept,Uncommon,Common,Uncommon,Uncommon,Common,Common,Common,Common,Common,Common,Uncommon,Spark Suit Edition 01
9938,0xCf0974dc56832882141d1e92ae95AF21405057cd,Emerald Hand,true,Medium,Elegance,Wave,Boxing,Elite,Officer,Rare,Common,Common,Common,Common,Common,Common,Common,Common,Uncommon,Uncommon,Spark Suit Edition 01
9939,0xCf0974dc56832882141d1e92ae95AF21405057cd,Bubblegum Violence,true,Light,Tumblers Mule,Zero Effort,Dash,Yuletide Up,Officer,Uncommon,Common,Rare,Rare,Uncommon,Clan,Clan,Common,Common,Common,Rare,Spark Suit Edition 01
9940,0xCf0974dc56832882141d1e92ae95AF21405057cd,Emerald Hand,true,Heavy,Emerald Palace,Armada,Heavy Spin,Astral,Officer,Rare,Common,Common,Uncommon,Uncommon,Clan,Clan,Clan,Clan,Common,Rare,Spark Suit Edition 01
9941,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Heavy,Emerald Palace,Zero Effort,Sumo,Elite,Runner,Rare,Common,Rare,Common,Common,Common,Common,Common,Common,Common,Rare,Spark Suit Edition 01
9942,0x000000000000000000000000000000000000dEaD,Grimbone,true,Light,Sunrise,Zero Effort,Dash,Sun Spots,Adept,Common,Rare,Uncommon,Uncommon,Uncommon,Common,Common,Common,Common,Uncommon,Uncommon,Spark Suit Edition 01
9943,0xA0CAa7803205026ec08818664c4211aFF7565f56,Emerald Hand,true,Heavy,Emerald Palace,Zero Effort,Heavy Spin,Gem Stone,GrandMaster,Clan,Common,Uncommon,Common,Uncommon,Common,Common,Common,Common,Uncommon,Uncommon,Spark Suit Edition 01
9944,0xaD1F8919CA5a7190bcF7753be9DEcCC50D962093,Emerald Hand,true,Heavy,Emerald Palace,Wave,Heavy Spin,Elite,Runner,Clan,Clan,Common,Common,Common,Common,Common,Common,Common,Common,Uncommon,Spark Suit Edition 01
9945,0x73CCc385Da0aC96da91E2D82594CeBD9674b6fC0,Grimbone,true,Medium,Scorched Earth,Skulls,Run,Dusk,Officer,Common,Common,Common,Common,Rare,Common,Common,Common,Common,Clan,Common,Spark Suit Edition 01
9946,0xbC3f4514c0B904B0c1Df04f12CC916d223e1Dbc7,Emerald Hand,true,Heavy,Emerald Palace,Wave,Heavy Spin,Elite,Adept,Uncommon,Common,Rare,Uncommon,Rare,Common,Common,Common,Common,Rare,Common,Spark Suit Edition 01
9947,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Light,Elite Corps,Zero Effort,Dash,Aura,Adept,Common,Rare,Uncommon,Rare,Uncommon,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
9948,0x000000000000000000000000000000000000dEaD,Grimbone,true,Light,Scorched Earth,Zero Effort,Spin,Dusk,Adept,Common,Common,Uncommon,Common,Common,Rare,Rare,Rare,Rare,Common,Common,Spark Suit Edition 01
9949,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Medium,Elegance,Zero Effort,Boxing,Elite,Runner,Rare,Common,Common,Common,Common,Common,Common,Common,Common,Clan,Rare,Spark Suit Edition 01
9950,0x6b784017F115b49bD55493a23Ca7FC331926a806,Emerald Hand,true,Heavy,Elite Corps,Wave,Sumo,Aura,GrandMaster,Rare,Common,Common,Uncommon,Uncommon,Common,Common,Common,Common,Uncommon,Uncommon,Spark Suit Edition 01
9951,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Heavy,Emerald Palace,Armada,Heavy Spin,Aura,Adept,Uncommon,Common,Common,Common,Clan,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
9952,0x98cc5E5c2A2C2E1e7e1a414dA88a96E1624662A3,Emerald Hand,true,Heavy,Elite Corps,Armada,Sumo,Elite,Officer,Rare,Common,Uncommon,Uncommon,Common,Common,Common,Common,Common,Uncommon,Common,Spark Suit Edition 01
9953,0xb631bBEfc3E8C052084E0944525f71299cf08F3d,Emerald Hand,true,Heavy,Elite Corps,Wave,Heavy Spin,Astral,Master,Clan,Common,Uncommon,Common,Common,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
9954,0x1A18e2Eb5D13cdABc5b4A54D9ed4930C20564925,Grimbone,true,Medium,Sunrise,Zero Effort,Run,Blue Blaze,Master,Common,Common,Common,Rare,Common,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
9955,0xb631bBEfc3E8C052084E0944525f71299cf08F3d,Grimbone,true,Medium,Scorched Earth,Skulls,Run,Blue Blaze,Master,Common,Common,Common,Common,Uncommon,Common,Common,Common,Common,Common,Uncommon,Spark Suit Edition 01
9956,0x63d6E98A1eAD018E9Dfe786B23E358ddB951d4a3,Emerald Hand,true,Light,Elite Corps,Zero Effort,Dash,Elite,Runner,Uncommon,Common,Common,Uncommon,Common,Rare,Rare,Common,Common,Common,Common,Spark Suit Edition 01
