Token ID,Owner Address,Attribute role,Attribute luck,Attribute head,Attribute upperbody,Attribute lowerbody,Attribute face,Attribute figure,Attribute skin,Attribute bg,Attribute expression,Attribute skill 1,Attribute skill 2,Attribute power,Attribute token id,Attribute star,Attribute level,Attribute hatch num,Attribute vitality,Attribute free chance,Attribute used hatch num,Attribute mood
2185,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Patty,465,Viking Helmet,Viking Armor,Viking Boots,Goatee,Lightning,Gloomy Patty,Blue,,Increase power in percentage if only one kind of character is in use,Increase Coins earned from Guardian Scene in percentage,501,2185,1,30,3/3,88,3/3,,
2186,0x9fb4558504EeeCA4F9be005E88105d1FABb0242F,Patty,304,Viking Helmet,Viking Armor,Leather Boots,,Facial Design,Noble Patty,Bluish Grey,,,,,,,,,,,,
2187,0x646d91de6D2A3D6620c2c79FA05890904A7A76D2,Ashe,144,Red Boxing Helmet,Bee Top,,,,,Grey,,,,,,,,,,,,
2188,0xce1e0632f3d286CB0E37599486561422e272e191,Bill Duck,240,Quiff,Hippie Vest,Hippie Pants,,,Pink Bill Duck,Orange,,,,,,,,,,,,
2189,0xce1e0632f3d286CB0E37599486561422e272e191,Pop,351,Martin's Antenna,Colorful Top,Colorful Pants,Sleeping Eye Mask,Lower Eye Lashes,,Bluish Grey,,,,,,,,,,,,
2190,0x07e34a9cCef73d5cc36D89D6767E3760658340DE,Bill Duck,138,Antler Straw Hat,Maple Leaf Jacket,,,Heart,Ocean Bill Duck,Orange,,,,,,,,,,,,
2191,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Claude,128,Dreadlocks,,Hip-Hop Sneakers,,,,Grey,,Increase power in percentage for each duck character in the team,Increase Coins earned from Frigid Scene in percentage,453,2191,1,20,2/2,100,3/3,,
2192,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Patty,60,Cow Horn Tiara,,Yellow Shorts,,,,Bluish Grey,,,,,,,,,,,,
2193,0x0D9b243E2841CAc698Df240eFaB9d71215919eD1,Pop,150,Nightcap,Shell Necklace,Treasure Boots,,Lower Eye Lashes,,Blue,,,,,,,,,,,,
2194,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Patty,120,,Carton,,Cardboard mask,Lightning,Noble Patty,Bluish Grey,,,,,,,,,,,,
2195,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Bill Duck,218,Hippie Helmet,Maple Leaf Jacket,Hippie Pants,,Heart,Pink Bill Duck,Orange,,Increase power in percentage if all characters in the team are different,Increase Coins earned from Sweet Scene in percentage,608,2195,2,30,3/3,78,3/3,,
2196,0x37556464D037536a0603FC824073D34E9893c880,Claude,108,Dreadlocks,,,,Rainbow,Excited Claude,Grey,,,,,,,,,,,,
2197,0xC86486C7E2e99FB5Af12c704e021C7f14BEf4cb8,Claude,360,Dreadlocks,Hip Hop Jacket,Hip-Hop Sneakers,,,Forgiving Claude,Orange,,,,,,,,,,,,
2198,0xCc6B90c6185C7B359e1815dAEc15a868E8888888,Patty,375,Viking Helmet,Viking Armor,Viking Boots,,,Noble Patty,Orange,,,,,,,,,,,,
2199,0x5c54Fbd01F53E041fC182F0cc2F98583bd5d498D,Patty,388,Skeleton Kerchief,Pirate Trenchcoat,Yellow Slipper,Goatee,Lightning,Noble Patty,Bluish Grey,,,,,,,,,,,,
2200,0x4679355f55341A2D0CDFcFdf9aA04Db5f4829351,Pop,384,Martin's Antenna,Colorful Top,Colorful Pants,,Upper Eye Lashes,Desert Pop,Grey,,,,,,,,,,,,
2201,0x37556464D037536a0603FC824073D34E9893c880,Ashe,92,Bee Tentacles,,,,Shy Face,,Grey,,,,,,,,,,,,
2202,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Patty,134,Cow Horn Tiara,,Viking Boots,,,Noble Patty,Blue,,Increase power in percentage with all duck characters,Increase power in percentage if all characters in the team are different,673,2202,2,30,2/2,,3/3,,
2203,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Pop,142,Nightcap,,Purple Slipper,Golden Beard,Lower Eye Lashes,,Grey,,Decrease Coins used for upgrading in percentage,Increase win rate in Team Mode in percentage,327,2203,1,20,2/2,100,3/3,,
2204,0x9E6C393177534488A0A60c5d36FAB538aE155561,Pop,204,Martin's Antenna,Colorful Top,,,Upper Eye Lashes,Organic Pop,Orange,,Increase Coins earned from Guardian Scene in percentage,Increase power in percentage with all cloud characters,475,2204,1,20,3/3,76,1/3,,
2205,0x001Ec98297782a5F98a6134324A8a71Fa0EDa9C1,Claude,270,Dreadlocks,Hip Hop Jacket,,Awe-inspiring,Stubble,Simplex Claude,Grey,,Increase match revenue in percentage for each dinosaur character in the team,Increase experience value at the end of the match in percentage,340,2205,1,20,3/3,100,0/3,,
2206,0x96CB86F841C094c1bCD2f5b40195f4ed0777d1A8,Claude,417,Dreadlocks,Hip Hop Jacket,Hip-Hop Sneakers,Awe-inspiring,Rainbow,,Grey,,,,,,,,,,,,
2207,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Bill Duck,384,Hippie Helmet,Hippie Vest,Hippie Pants,,Heart,Ocean Bill Duck,Bluish Grey,,Increase Coins earned from Guardian Scene in percentage,Increase win rate in Joyous Scene in percentage,488,2207,1,20,3/3,100,3/3,,
2208,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Bill Duck,148,Quiff,,Purple Pnats,,Heart,Pink Bill Duck,Grey,,Increase win rate in Joyous Scene in percentage,Increase Coins earned from Story Mode in percentage,428,2208,1,20,2/2,,3/3,,
2209,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Claude,240,Devil's Horn,Hip Hop Jacket,Hip-Hop Sneakers,Dali-style beard,Stubble,Simplex Claude,Grey,,,,,,,,,,,,
2210,0xb39Cbb572b3eA04C663CF8C98b434E47b13Fd04d,Claude,336,Dreadlocks,Blue Boxing,Tentacle Feet,Awe-inspiring,Rainbow,Simplex Claude,Bluish Grey,,,,,,,,,,,,
2211,0xf70D50262F92E9811eF30A78F9c943C00AF90aD3,Patty,468,Viking Helmet,Viking Armor,Viking Boots,Goatee,,Lava Patty,Bluish Grey,,,,,,,,,,,,
2212,0x8032f2015c7C9d14C42A9Bc6Ed791658fb1571fb,Patty,264,Viking Helmet,Viking Armor,Yellow Slipper,Goatee,,Gloomy Patty,Blue,,,,,,,,,,,,
2213,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Patty,492,Viking Helmet,Viking Armor,Viking Boots,Goatee,Lightning,Lava Patty,Blue,,Increase win rate in Frigid Scene in percentage,Increase power in percentage with all star characters in percentage,432,2213,1,23,3/3,88,3/3,,
2214,0x4bfDC83400870DdD6223a416Db2D75c521a71D70,Patty,270,Viking Helmet,Viking Armor,Leather Boots,,Facial Design,,Orange,,,,,,,,,,,,
2215,0xaE245cAb725cebB2CcFEb996718e63c7b98E5d1B,Patty,864,Skeleton Kerchief,Pirate Trenchcoat,Leather Boots,Goatee,,Noble Patty,Grey,,Increase experience value at the end of the match in percentage,Increase power in percentage if only one kind of character is in use,593,2215,1,30,5/5,76,0/3,,
2216,0x152B9B77Ea961871b58EAD461054752cBF072Bc7,Claude,116,,,,Awe-inspiring,Rainbow,Excited Claude,Orange,,Increase power in percentage for each fish character in the team,Increase experience value at the end of the match in percentage,433,2216,1,26,2/2,76,0/3,,
2217,0x001Ec98297782a5F98a6134324A8a71Fa0EDa9C1,Pop,676,Dome with Diamond,Gold Glitter,Treasure Boots,Golden Beard,Lower Eye Lashes,Desert Pop,Orange,,Increase win rate in Horror Scene in percentage,,456,2217,1,13,3/4,88,0/3,,
2218,0xab64D2a2375885085d0943Ee7127686248A1444D,Ashe,236,Bee Tentacles,Bee Top,Red Shorts,,Arrow Face,Gentle Ashe,Orange,,,,,,,,,,,,
2219,0x5D22db0DDC365Dbdc0983441E2906D51855a142D,Claude,142,,Belt,Blue Shorts,Awe-inspiring,Stubble,,Bluish Grey,,,,,,,,,,,,
2220,0xE40b9121972dFCE7F9af4228288986717f26c3c4,Claude,609,Wide-mouth Kraken,Tentacle Skirt,Tentacle Feet,Awe-inspiring,Rainbow,Excited Claude,Bluish Grey,,,,,,,,,,,,
2221,0x0F238938aDA42B6a1b9159974713823dF0C0Ca8e,Bill Duck,122,Antler Straw Hat,Maple Leaf Jacket,,,Tattoo,,Orange,,,,,,,,,,,,
2222,0x5E43a21EBC8Eb7668C01aB2F70A7016f1EEC1F86,Patty,393,Viking Helmet,Viking Armor,Viking Boots,Cardboard mask,,Noble Patty,Bluish Grey,,Increase win rate in Casual Mode in percentage,Increase power in percentage for each star character in the team,614,2222,1,30,3/3,64,0/3,,
2223,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Patty,416,Skeleton Kerchief,Viking Armor,Leather Boots,Goatee,Facial Design,Lava Patty,Grey,,Increase power in percentage if only one kind of character is in use,Increase win rate in Frigid Scene in percentage,589,2223,1,28,5/5,52,3/3,,
2224,0x491BeFAC53aAc201E97Cd6F4C750e4A958d22D46,Claude,130,Devil's Horn,,,Dali-style beard,Rainbow,Simplex Claude,Orange,,,,,,,,,,,,
2225,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Pop,142,,,Colorful Pants,Sleeping Eye Mask,Lower Eye Lashes,Desert Pop,Grey,,,,,,,,,,,,
2226,0x0d0bD6469BE80d57893cf1B21434936dfAA35319,Ashe,369,Bee Tentacles,Bee Top,Bee Bottom,,Shy Face,Intellectual Ashe,Bluish Grey,,,,,,,,,,,,
2227,0x2f0df65c444B35b3CbCE0EFAeCD9C9750612e136,Claude,80,,,Blue Shorts,,Rainbow,Forgiving Claude,Bluish Grey,,,,,,,,,,,,
2228,0x5D22db0DDC365Dbdc0983441E2906D51855a142D,Ashe,144,,Red Boxing Gloves,Bee Bottom,,,Optimistic Ashe,Grey,,,,,,,,,,,,
2229,0x96C94E710690FAF6Ca4b0EF6e129B8de1F3001E2,Pop,114,,Colorful Top,,Sleeping Eye Mask,Lower Eye Lashes,,Grey,,,,,,,,,,,,
2230,0x9E6C393177534488A0A60c5d36FAB538aE155561,Ashe,320,Lantern Fish Hood,Fish Bikini,Bee Bottom,Heart Glasses,Shy Face,Optimistic Ashe,Grey,,,,351,2230,1,2,4/4,76,3/3,,
2231,0xa4bf4b9D3724C1118039915bea6FEBc9d279d79e,Bill Duck,134,,Shell Necklace,,Rock Shades,,Pink Bill Duck,Orange,,,,,,,,,,,,
2232,0xaA43B3EE536455939aC6155993351A9b34f72cEd,Pop,140,,Shell Necklace,Striped Pants,,Lower Eye Lashes,Organic Pop,Grey,,,,,,,,,,,,
2233,0x0CBbd08b8f7C129279AF6043Fa4097dA9f86Ce76,Ashe,356,Lantern Fish Hood,Red Boxing Gloves,Lantern Fish Tail,Flower Hairpin,Shy Face,Gentle Ashe,Grey,,,,,,,,,,,,
2234,0x8032f2015c7C9d14C42A9Bc6Ed791658fb1571fb,Patty,142,,Carton,Yellow Slipper,Cardboard mask,Lightning,Lava Patty,Orange,,,,,,,,,,,,
2235,0x9bd104AE1b89268571456d6675818D0c968733DD,Pop,571,Dome with Diamond,Gold Glitter,Treasure Boots,Golden Beard,,,Orange,,Increase power in percentage for each fish character in the team,Increase the probability of getting treasure chests in percentage,531,2235,1,27,4/4,76,0/3,,
2236,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Pop,260,Martin's Antenna,Colorful Top,,Golden Beard,Lower Eye Lashes,Organic Pop,Grey,,,,,,,,,,,,
2237,0x3E7C3402cD14Bd4cC085f3FA5e3c8Ee696a5aC59,Pop,94,Nightcap,Shell Necklace,,,Lower Eye Lashes,,Orange,,,,,,,,,,,,
2238,0xc6de33F747CE9dc5F2B8137532f38405E656F697,Ashe,142,Bee Tentacles,,Red Shorts,,,Gentle Ashe,Grey,,Increase win rate in Team Mode in percentage,Increase match revenue in percentage for each cloud character in the team,397,2238,1,20,2/2,76,0/3,,
2239,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Patty,100,Cow Horn Tiara,Carton,Yellow Slipper,,,,Orange,,,,,,,,,,,,
2240,0xa998f315306c18fBD301d0f21a0C28780C6ADc7f,Pop,128,,,Purple Slipper,Golden Beard,Lower Eye Lashes,Sky Pop,Bluish Grey,,Increase power in percentage for each dinosaur character in the team,,272,2240,1,16,2/2,76,3/3,,
2241,0xe3Ec7347F7A2031be31C84C279159db18627B224,Ashe,278,Bee Tentacles,Bee Top,Red Sneaker,Heart Glasses,Shy Face,Gentle Ashe,Grey,,,,,,,,,,,,
2242,0xb6906105b7C097ceb76680Dc02f692E9Fc78e18c,Bill Duck,122,,,Purple Pnats,Captain's Beard,,,Orange,,,,,,,,,,,,
2243,0x2d7AD46C8C2128b37F7BBf1D70F81DB34D1176Ba,Bill Duck,465,Hippie Helmet,Hippie Vest,Hippie Pants,Captain's Beard,Heart,Evil Bill Duck,Grey,,,,,,,,,,,,
2244,0x71124FFCcC0b3ef102e092680CF173AC8fDf1bB8,Ashe,630,Lantern Fish Hood,Fish Bikini,Lantern Fish Tail,Flower Hairpin,,Gentle Ashe,Blue,,,,,,,,,,,,
2245,0x8032f2015c7C9d14C42A9Bc6Ed791658fb1571fb,Ashe,136,,Red Boxing Gloves,,,Arrow Face,Intellectual Ashe,Orange,,,,,,,,,,,,
2246,0x3eB957BbA0B7d4fab0D04475808d1B9a6C97075C,Pop,357,Martin's Antenna,Colorful Top,Colorful Pants,,Lower Eye Lashes,Sky Pop,Orange,,,,,,,,,,,,
2247,0xaE245cAb725cebB2CcFEb996718e63c7b98E5d1B,Claude,581,Wide-mouth Kraken,Tentacle Skirt,Tentacle Feet,Awe-inspiring,,Excited Claude,Blue,,Increase win rate in Guardian Scene in percentage,,466,2247,1,19,4/4,76,0/3,,
2248,0x088771a64D950229020D91513A071F3429944261,Bill Duck,896,Parrot Tricorne,Captain's Uniform,Exclusive Boots,Captain's Beard,Heart,Ocean Bill Duck,Bluish Grey,,,,,,,,,,,,
2249,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Claude,254,Dreadlocks,Tentacle Skirt,Hip-Hop Sneakers,Dali-style beard,Stubble,,Blue,,,,,,,,,,,,
2250,0x89C88c5e95E920Cf20cD189e6d5acE19e9FD0916,Ashe,336,Bee Tentacles,Red Boxing Gloves,Lantern Fish Tail,Flower Hairpin,Shy Face,Gentle Ashe,Grey,,,,,,,,,,,,
2251,0x509F082695496a07e577965D0F5C48A8bD288d4f,Patty,106,Cow Horn Tiara,Viking Armor,,,,,Grey,,,,,,,,,,,,
2252,0xb39a6B4cb933AAB3c30dA765aCF26c4C00a4bF11,Pop,130,Nightcap,Shell Necklace,Colorful Pants,,,,Orange,,,,,,,,,,,,
2253,0xcDeD216AF7CEa78Ac6846Aa8eA353370d091AA28,Pop,318,Martin's Antenna,Colorful Top,Colorful Pants,,Upper Eye Lashes,,Grey,,,,,,,,,,,,
2254,0x37556464D037536a0603FC824073D34E9893c880,Claude,114,Devil's Horn,,Blue Shorts,Dali-style beard,Stubble,Excited Claude,Bluish Grey,,,,,,,,,,,,
2255,0xaE245cAb725cebB2CcFEb996718e63c7b98E5d1B,Claude,216,Wide-mouth Kraken,Hip Hop Jacket,Hip-Hop Sneakers,,,,Bluish Grey,,Increase power in percentage for each cloud character in the team,Increase Coins earned from Knock-out Mode in percentage,456,2255,1,24,3/3,76,3/3,,
2256,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Bill Duck,102,Antler Straw Hat,Shell Necklace,,,,Pink Bill Duck,Blue,,,,,,,,,,,,
2257,0xa8Bca2e5A38fd52E3055bc5DcA55637E7bE03014,Claude,108,,,,Awe-inspiring,,Forgiving Claude,Bluish Grey,,,,,,,,,,,,
2258,0x42Dca0244DCA7872B3096c91b98CaAB45e1aCFB6,Patty,776,Skeleton Kerchief,Pirate Trenchcoat,Leather Boots,Goatee,,,Blue,,,,,,,,,,,,
2259,0xa0C17AECF171188b179a9704f4D194449C366B18,Pop,613,Dome with Diamond,Gold Glitter,Treasure Boots,Golden Beard,,Organic Pop,Blue,,Increase Coins earned from Horror Scene in percentage,Increase match revenue in percentage for each fish character in the team,451,2259,1,28,4/4,100,0/3,,
2260,0xc897F9B0b27CB4254E75E6763881F7ef70476032,Ashe,212,Bee Tentacles,Bee Top,,Heart Glasses,,Optimistic Ashe,Bluish Grey,,,,,,,,,,,,
2261,0x49C233D25768E462F0474390F653BAF40DD592b2,Pop,106,Martin's Antenna,Shell Necklace,,,,,Grey,,,,,,,,,,,,
2262,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Patty,138,Cow Horn Tiara,,Yellow Slipper,,Facial Design,Lava Patty,Orange,,Increase power in percentage with all star characters in percentage,Increase win rate in Horror Scene in percentage,661,2262,2,30,2/2,100,3/3,,
2263,0xe3Ec7347F7A2031be31C84C279159db18627B224,Ashe,658,Lantern Fish Hood,Fish Bikini,Lantern Fish Tail,Flower Hairpin,Arrow Face,Gentle Ashe,Blue,,,,,,,,,,,,
2264,0xe3Ec7347F7A2031be31C84C279159db18627B224,Pop,294,Striped Cap,Colorful Top,Colorful Pants,Golden Beard,Upper Eye Lashes,Sky Pop,Blue,,,,,,,,,,,,
2265,0x25949301a4dd319Eb5DBd9931d85E75432b9b12C,Claude,82,Devil's Horn,,Blue Sneaker,Dali-style beard,,,Bluish Grey,,,,,,,,,,,,
2266,0x43a0E005aF67d33333cE036AF2690E2261155b65,Bill Duck,120,Antler Straw Hat,Shell Necklace,Hippie Pants,,,,Bluish Grey,,,,,,,,,,,,
2267,0xb39a6B4cb933AAB3c30dA765aCF26c4C00a4bF11,Claude,102,Dreadlocks,,,,Rainbow,,Orange,,,,,,,,,,,,
2268,0x8EC1518C5A26f8275EE7737045A8eb21E9415e26,Bill Duck,144,Quiff,Shell Necklace,Red slippers,,,Evil Bill Duck,Grey,,Increase power in percentage for each star character in the team,Increase win rate in Horror Scene in percentage,404,2268,1,21,2/2,100,0/3,,
2269,0x4679355f55341A2D0CDFcFdf9aA04Db5f4829351,Ashe,441,Bee Tentacles,Bee Top,Bee Bottom,Flower Hairpin,Arrow Face,Optimistic Ashe,Blue,,,,,,,,,,,,
2270,0x001Ec98297782a5F98a6134324A8a71Fa0EDa9C1,Ashe,270,Bee Tentacles,Fish Bikini,Bee Bottom,,,Gentle Ashe,Orange,,Increase win rate in Casual Mode in percentage,Increase win rate in Joyous Scene in percentage,608,2270,1,30,3/3,76,0/3,,
2271,0x001Ec98297782a5F98a6134324A8a71Fa0EDa9C1,Claude,210,,Hip Hop Jacket,Hip-Hop Sneakers,Awe-inspiring,,Excited Claude,Bluish Grey,,Increase Coins earned from Guardian Scene in percentage,Increase win rate in Joyous Scene in percentage,671,2271,2,30,3/3,56,0/3,,
2272,0x9bd104AE1b89268571456d6675818D0c968733DD,Pop,609,Dome with Diamond,Gold Glitter,Treasure Boots,Golden Beard,Upper Eye Lashes,Sky Pop,Blue,,Increase win rate in Single-player matches in percentage,Increase win rate in all scenes in percentage,657,2272,3,26,4/4,,0/3,,
2273,0xdA10bcCE794F5c080d25EA9f2E9Adc9f112D4360,Ashe,110,,Bib,Red Sneaker,,Arrow Face,Intellectual Ashe,Blue,,,,,,,,,,,,
2274,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Pop,128,Nightcap,Colorful Top,Purple Slipper,,,,Blue,,Increase match revenue in percentage for each fish character in the team,Increase win rate in Casual Mode in percentage,465,2274,1,30,2/2,100,3/3,,
2275,0x9cf34EDa5a85099B4E596a1ECE29D3E6dd330372,Claude,152,,,Hip-Hop Sneakers,Awe-inspiring,,Excited Claude,Orange,,,,255,2275,1,1,2/2,100,3/3,,
2276,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Ashe,417,Bee Tentacles,Bee Top,Bee Bottom,Flower Hairpin,Arrow Face,,Grey,,Increase win rate in Team Mode in percentage,Increase match revenue in percentage for each fish character in the team,539,2276,1,27,3/3,100,3/3,,
2277,0x89C88c5e95E920Cf20cD189e6d5acE19e9FD0916,Bill Duck,98,,Hippie Vest,Red slippers,,,,Blue,,,,,,,,,,,,
2278,0x0F238938aDA42B6a1b9159974713823dF0C0Ca8e,Pop,248,Martin's Antenna,Colorful Top,Treasure Boots,Sleeping Eye Mask,Lower Eye Lashes,,Bluish Grey,,,,,,,,,,,,
2279,0x5D22db0DDC365Dbdc0983441E2906D51855a142D,Claude,218,Devil's Horn,Hip Hop Jacket,Hip-Hop Sneakers,,Rainbow,Simplex Claude,Grey,,,,,,,,,,,,
2280,0x37556464D037536a0603FC824073D34E9893c880,Pop,124,,,Colorful Pants,Sleeping Eye Mask,Upper Eye Lashes,Sky Pop,Orange,,,,,,,,,,,,
2281,0x66bB7CB075EB666Fd3767e11D91cb28c24760aaB,Ashe,130,,Bee Top,Red Sneaker,,Arrow Face,Optimistic Ashe,Grey,,,,,,,,,,,,
2282,0x3ef000Bae3e8105be55F76FDa784fD7d69CFf30e,Pop,126,,Colorful Top,,,Lower Eye Lashes,Organic Pop,Grey,,,,,,,,,,,,
2283,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Pop,318,Dome with Diamond,Gold Glitter,Colorful Pants,Golden Beard,Upper Eye Lashes,,Blue,,Increase power in percentage with all dinosaur characters,Increase match revenue in percentage for each duck character in the team,658,2283,2,30,4/4,88,3/3,,
2284,0x4bfDC83400870DdD6223a416Db2D75c521a71D70,Patty,128,,Star Backpack,Viking Boots,Cardboard mask,,Gloomy Patty,Bluish Grey,,,,,,,,,,,,
2285,0xa998f315306c18fBD301d0f21a0C28780C6ADc7f,Ashe,328,Lantern Fish Hood,Fish Bikini,Lantern Fish Tail,Heart Glasses,Arrow Face,,Orange,,Increase Coins earned from Story Mode in percentage,Increase win rate in all Scenes in percentage,496,2285,1,22,4/4,76,3/3,,
2286,0x5D22db0DDC365Dbdc0983441E2906D51855a142D,Pop,118,Martin's Antenna,,,,Lower Eye Lashes,Sky Pop,Orange,,,,,,,,,,,,
2287,0x438aA9d7976A175682829439ABE778e9D3067e46,Bill Duck,256,Hippie Helmet,Shell Necklace,Hippie Pants,Captain's Beard,,Evil Bill Duck,Bluish Grey,,,,,,,,,,,,
2288,0x152B9B77Ea961871b58EAD461054752cBF072Bc7,Claude,144,Devil's Horn,Belt,Blue Shorts,,,Simplex Claude,Orange,,Increase win rate in Story Mode in percentage,,446,2288,1,16,2/2,64,0/3,,
2289,0xBF7A9eaED321882b962e80383549c4f0E2bf2dEe,Ashe,134,,Fish Bikini,Red Shorts,,Shy Face,,Bluish Grey,,,,,,,,,,,,
2290,0x39410bbc13F9f1E82631688Dad63fD46338165fC,Bill Duck,134,,Maple Leaf Jacket,Hippie Pants,,Tattoo,,Grey,,Increase Coins earned from Frigid Scene in percentage,Increase experience value at the end of the match in percentage,515,2290,1,30,1/2,100,,,
2291,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Pop,378,Martin's Antenna,Colorful Top,Colorful Pants,Sleeping Eye Mask,,Organic Pop,Grey,,Increase experience value at the end of the match in percentage,,481,2291,1,15,3/3,88,3/3,,
2292,0x6f69388F225220a7D91Ce9cB52B0e9fE95aE1E12,Ashe,399,Bee Tentacles,Bee Top,Bee Bottom,,Arrow Face,Gentle Ashe,Orange,,,,,,,,,,,,
2293,0x97035e8847B58568ce6A18E7e0C0Ac68fafa6138,Bill Duck,106,,Maple Leaf Jacket,,Rock Shades,Heart,,Grey,,,,202,2293,1,1,2/2,94,3/3,,
2294,0x491BeFAC53aAc201E97Cd6F4C750e4A958d22D46,Claude,146,Devil's Horn,,Hip-Hop Sneakers,Dali-style beard,,Forgiving Claude,Blue,,,,,,,,,,,,
2295,0xA7DDB97e310A855b52F35841afDD24cA72db79EE,Claude,132,,Blue Boxing,Blue Sneaker,,,Forgiving Claude,Grey,,,,,,,,,,,,
2296,0xf65D928d8c143e49096CF666095A2BE54BD431eb,Bill Duck,144,Antler Straw Hat,Maple Leaf Jacket,Red slippers,,Tattoo,,Orange,,,,,,,,,,,,
2297,0xBAfe3504652Db66a3b1c1896A8303c114C87d581,Claude,599,Wide-mouth Kraken,Tentacle Skirt,Tentacle Feet,Awe-inspiring,Stubble,,Orange,,,,,,,,,,,,
2298,0x894Ac50f6F57ec2Fe2e65B27C8D597baDF6B4234,Pop,120,Nightcap,,,Golden Beard,,Sky Pop,Blue,,Increase power in percentage with all dinosaur characters,Increase power in percentage for each fish character in the team,459,2298,1,23,2/2,,,,
2299,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Ashe,126,Red Boxing Helmet,,,,Shy Face,Intellectual Ashe,Bluish Grey,,Increase power in percentage if all characters in the team are different,Increase the probability of getting treasure chests in percentage,451,2299,1,27,2/2,100,3/3,,
2300,0x509F082695496a07e577965D0F5C48A8bD288d4f,Ashe,336,Red Boxing Helmet,Bee Top,Lantern Fish Tail,Flower Hairpin,Arrow Face,Gentle Ashe,Grey,,,,,,,,,,,,
2301,0x9E6C393177534488A0A60c5d36FAB538aE155561,Bill Duck,134,Antler Straw Hat,Maple Leaf Jacket,Red slippers,,Tattoo,,Bluish Grey,,Increase Coins earned from Casual Mode in percentage,,334,2301,1,10,2/2,88,3/3,,
2302,0x152B9B77Ea961871b58EAD461054752cBF072Bc7,Bill Duck,864,Parrot Tricorne,Captain's Uniform,Exclusive Boots,Captain's Beard,,Ocean Bill Duck,Grey,,Increase luck value,,449,2302,1,18,5/5,64,0/3,,
2303,0xF93F78512DC29C520394b4a9597c9d55f40B1C9c,Claude,330,Dreadlocks,Blue Boxing,Tentacle Feet,Awe-inspiring,,Simplex Claude,Orange,,Increase win rate in Guardian Scene in percentage,Increase basic power in percentage,579,2303,2,24,4/4,88,,,
2304,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Pop,375,Martin's Antenna,Colorful Top,Colorful Pants,Sleeping Eye Mask,Upper Eye Lashes,Sky Pop,Grey,,Increase win rate in Team Mode in percentage,Increase power in percentage with all duck characters,409,2304,1,20,3/3,76,3/3,,
2305,0x3B10dEb6280bcc4e75FCDaDa054B03BF9b2E4d43,Pop,658,Dome with Diamond,Gold Glitter,Treasure Boots,Golden Beard,Upper Eye Lashes,Desert Pop,Bluish Grey,,,,,,,,,,,,
2306,0xc57B64D63dc4602Bd16143B207c63b9b1A585921,Ashe,248,Bee Tentacles,Bee Top,Red Shorts,Flower Hairpin,Arrow Face,,Grey,,,,,,,,,,,,
2307,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Patty,844,Skeleton Kerchief,Pirate Trenchcoat,Leather Boots,Goatee,Facial Design,,Bluish Grey,,Increase power in percentage with all cloud characters,Increase power in percentage if only one kind of character is in use,657,2307,2,30,5/5,100,3/3,,
2308,0x846b916b02E92248c35659D6cDd49bb778f56CE5,Claude,46,,,Blue Shorts,,Stubble,,Grey,,,,,,,,,,,,
2309,0x5E43a21EBC8Eb7668C01aB2F70A7016f1EEC1F86,Bill Duck,808,Parrot Tricorne,Captain's Uniform,Exclusive Boots,Captain's Beard,Heart,,Blue,,Increase power in percentage for each dinosaur character in the team,Increase Coins earned from Joyous Scene in percentage,483,2309,1,30,5/5,82,0/3,,
2310,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Ashe,200,Bee Tentacles,Bee Top,Red Shorts,,,Intellectual Ashe,Grey,,Increase power in percentage for each cloud character in the team,Increase power in percentage for each dinosaur character in the team,354,2310,1,22,3/3,64,3/3,,
