Token ID,Owner Address,Attribute collection,Attribute clan,Attribute tier,Attribute color theme,Attribute emissive theme,Attribute animation,Attribute vfx color,Attribute vfx type,Attribute head,Attribute neck,Attribute body,Attribute tail,Attribute wings,Attribute arms,Attribute legs,Attribute revealed
14603,0xe8354fEd697388D215EfBc49df9639E14761Bb34,Spirit Guardian Edition 01,Bubblegum Violence,Master,Tumblers Mule,Saphire Star,Dragon Roar,Sun Up,Zero Soul,Common,Common,Common,Common,Uncommon,Common,Common,true
14604,0xD29BE4885E53BB300a2fdcC6B4793AEb3ef90da2,Spirit Guardian Edition 01,Grimbone,Officer,Sun Rise,Sun Spots,Dragon Roar,Dirty Yellow,Try Soul,Common,Clan,Rare,Epic,Epic,Common,Clan,true
14605,0xb631bBEfc3E8C052084E0944525f71299cf08F3d,Spirit Guardian Edition 01,Emerald Hand,Master,Elite Corps,Elite,Dog Play,Royal Gem,Try Soul,Common,Clan,Common,Rare,Common,Common,Uncommon,true
14606,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Adept,Tumblers Mule,Saphire Star,Dog Play,Sky View,Try Soul,Common,Rare,Common,Uncommon,Common,Common,Common,true
14607,0x64CcAE462723Fab4D9D9C052E3380aFa34397366,Spirit Guardian Edition 01,Grimbone,Adept,Dark Side,Hot Orange,Dragon Roar,Magic Hour,Try Soul,Common,Uncommon,Uncommon,Common,Common,Uncommon,Epic,true
14608,0x96F04A7e40a38fD8Dbc58623DD69E2698EaBa26d,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Harlequin Tonic,Lolita Jam,Dragon Roar,Ice Light,Zero Soul,Rare,Epic,Common,Common,Epic,Uncommon,Clan,true
14609,0x49a86545eDD2704fc3d7D8B93771Ff5C534334e0,Spirit Guardian Edition 01,Emerald Hand,Adept,Emerald Palace,Gem Stone,Dragon Roar,Scared Forest,Zero Soul,Rare,Uncommon,Uncommon,Uncommon,Rare,Epic,Common,true
14610,0x9B1657B04A39B74527E2f5c8Cf626fE1925037C7,Spirit Guardian Edition 01,Grimbone,Adept,Scorched Earth,Blue Blaze,Dog Play,Noon Sun,Self Aura,Uncommon,Common,Epic,Clan,Common,Clan,Epic,true
14611,0xbc311491524d82456544864c00C31B3b0f558440,Spirit Guardian Edition 01,Emerald Hand,Grand Master,Emerald Palace,Aura,Dog Play,Lite Burst,Try Soul,Common,Uncommon,Common,Clan,Uncommon,Uncommon,Common,true
14612,0x6fd45fC76C64771ac4754fab9fdDaf8926bf8e24,Spirit Guardian Edition 01,BubbleGum Violence,,,,,,,,,,,,,,false
14613,0xd23472bc79156d6F5cc87A95485bDFAcaAD96571,Spirit Guardian Edition 01,Grimbone,Runner,Scorched Earth,Sun Spots,Dog Play,Hazy Blaze,Try Soul,Uncommon,Common,Rare,Common,Clan,Clan,Common,true
14614,0x1BB027474654033E147cD749F269Ac818c00A256,Spirit Guardian Edition 01,Emerald Hand,Grand Master,Elite Corps,Elite,Dog Play,Emerald,Self Aura,Common,Rare,Epic,Uncommon,Uncommon,Clan,Uncommon,true
14615,0x2caa0A493605fa1D81Ca3087C9f57Bf2e441F1EA,Spirit Guardian Edition 01,Grimbone,,,,,,,,,,,,,,false
14616,0x0fCAE637019b13F433527a3A950dAEe02830003A,Spirit Guardian Edition 01,BubbleGum Violence,,,,,,,,,,,,,,false
14617,0x81F721c2c86Ed240D09a5061b4315A0709522e0A,Spirit Guardian Edition 01,Emerald Hand,Grand Master,Elite Corps,Elite,Dog Play,Burst Blue,Zero Soul,Common,Common,Common,Common,Uncommon,Uncommon,Rare,true
14618,0x78646aFE399827Ba5067E7091D36D8199A740D02,Spirit Guardian Edition 01,Bubblegum Violence,Adept,Mime Burst,Aquamarine Chill,Dog Play,Ice Light,Zero Soul,Common,Common,Uncommon,Rare,Common,Epic,Uncommon,true
14619,0xD45d6F223d6BB05AF338F9dA61F943f4F10D10db,Spirit Guardian Edition 01,Grimbone,Officer,Scorched Earth,Hot Orange,Dragon Roar,Dusty Orange,Try Soul,Uncommon,Common,Epic,Uncommon,Rare,Common,Rare,true
14620,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Grimbone,Adept,Scorched Earth,Dusk,Dragon Roar,Aura Green,Zero Soul,Common,Rare,Common,Uncommon,Common,Uncommon,Uncommon,true
14621,0x759C65CC7d062615dC2a8bCDeB25e6B06e7D1912,Spirit Guardian Edition 01,BubbleGum Violence,,,,,,,,,,,,,,false
14622,0x38f13EC63777BA874831F81DF1295474e6100D7F,Spirit Guardian Edition 01,Emerald Hand,Officer,Elite Corps,Prism,Dog Play,Scared Forest,Try Soul,Uncommon,Common,Uncommon,Common,Common,Uncommon,Uncommon,true
14623,0x93477d3a779dCD59d5F5C87596951F74D37322a4,Spirit Guardian Edition 01,Grimbone,Runner,Scorched Earth,Hot Orange,Dog Play,Crimson,Zero Soul,Uncommon,Common,Common,Common,Rare,Common,Epic,true
14624,0x749F6E235823cf9eA1f65F76852891aB5e9Ce2CE,Spirit Guardian Edition 01,Emerald Hand,Runner,Emerald Palace,Elite,Dog Play,Scared Forest,Try Soul,Common,Epic,Uncommon,Epic,Epic,Common,Common,true
14625,0xa14C386EF63d95380A9Be349c7b80A7E8d187274,Spirit Guardian Edition 01,BubbleGum Violence,,,,,,,,,,,,,,false
14626,0x4A9Da6CCcd9d2b233E28C8b7F6982056661b38f2,Spirit Guardian Edition 01,Grimbone,Runner,Scorched Earth,Blue Blaze,Dog Play,Dusk,Try Soul,Uncommon,Common,Rare,Epic,Clan,Common,Rare,true
14627,0xCec0A95C1003e0F9E8D9fD153b02269faCF292e4,Spirit Guardian Edition 01,Emerald Hand,,,,,,,,,,,,,,false
14628,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Harlequin Tonic,Saphire Star,Dragon Roar,Burst Orange,Self Aura,Uncommon,Epic,Common,Uncommon,Common,Uncommon,Rare,true
14629,0xEbB5F8c3D931F9efc644E3F61801a2f72D3c1d2E,Spirit Guardian Edition 01,Grimbone,Adept,Scorched Earth,Dusk,Dog Play,Dirty Yellow,Zero Soul,Clan,Common,Uncommon,Uncommon,Common,Rare,Common,true
14630,0x79Aa7A233afbBDfc6702A9F3a2fBbb8BFa0c8cD3,Spirit Guardian Edition 01,Emerald Hand,Runner,Emerald Palace,Aura,Dog Play,Lite Burst,Zero Soul,Epic,Rare,Common,Common,Common,Rare,Common,true
14631,0xCdf24626e2AC149C2000D7B069bc4A1A6EBFfC1a,Spirit Guardian Edition 01,Bubblegum Violence,Officer,Harlequin Tonic,Yultide Up,Dog Play,Ice Light,Zero Soul,Uncommon,Common,Epic,Rare,Rare,Epic,Rare,true
14632,0x2caa0A493605fa1D81Ca3087C9f57Bf2e441F1EA,Spirit Guardian Edition 01,Bubblegum Violence,Officer,Tumblers Mule,Saphire Star,Dog Play,Burst Orange,Try Soul,Common,Common,Epic,Epic,Uncommon,Rare,Uncommon,true
14633,0x0edb20DD5FE4f2E6aC3F58f304AC071273893888,Spirit Guardian Edition 01,Emerald Hand,,,,,,,,,,,,,,false
14634,0xe821C24C79A31cF42Bcc4E3Cb92Cbf0C2E6DF6cf,Spirit Guardian Edition 01,Grimbone,Officer,Scorched Earth,Hot Orange,Dragon Roar,Dusk,Zero Soul,Uncommon,Common,Common,Common,Clan,Uncommon,Epic,true
14635,0xC0fC9bfD335CDe161598070812c3d59E26863518,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Harlequin Tonic,Lolita Jam,Dog Play,Ice Light,Try Soul,Common,Epic,Common,Common,Common,Common,Common,true
14636,0xB1E646eD4fE3208b0A322c8633f000092bde53Bd,Spirit Guardian Edition 01,Emerald Hand,,,,,,,,,,,,,,false
14637,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Grimbone,Adept,Scorched Earth,Sun Spots,Dog Play,Noon Sun,Try Soul,Uncommon,Common,Common,Common,Uncommon,Uncommon,Common,true
14638,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Grimbone,Adept,Sun Rise,Dusk,Dragon Roar,Magic Hour,Try Soul,Common,Common,Common,Uncommon,Common,Common,Common,true
14639,0xdb92f3dC090F50B74635eFDa838a3e66EdacDeD4,Spirit Guardian Edition 01,Emerald Hand,Officer,Emerald Palace,Astral,Dog Play,Sky Rise,Zero Soul,Common,Uncommon,Common,Rare,Uncommon,Common,Common,true
14640,0xe4B9DC8EEcC9F72336E35a6FDCa70A1Ba728757f,Spirit Guardian Edition 01,BubbleGum Violence,,,,,,,,,,,,,,false
14641,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Adept,Tumblers Mule,Ruby Cherry,Dog Play,Sun Up,Zero Soul,Common,Epic,Uncommon,Rare,Common,Common,Uncommon,true
14642,0xdfBa233F8e70Bdd601e2E813043346A2ca7584D7,Spirit Guardian Edition 01,Grimbone,,,,,,,,,,,,,,false
14643,0xf6E37c7dDf7BEd40A5c847ADf95589869C5C115b,Spirit Guardian Edition 01,Emerald Hand,,,,,,,,,,,,,,false
14644,0x1BB027474654033E147cD749F269Ac818c00A256,Spirit Guardian Edition 01,Grimbone,Master,Scorched Earth,Blue Blaze,Dog Play,Magic Hour,Try Soul,Epic,Common,Clan,Uncommon,Clan,Rare,Common,true
14645,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Runner,Elegance,Elite,Dog Play,Sky Rise,Zero Soul,Clan,Common,Uncommon,Common,Rare,Common,Common,true
14646,0x0d38213f35178f4671ddB7012025DEE7e1E3aa6a,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Tumblers Mule,Lolita Jam,Dog Play,Ice Light,Try Soul,Clan,Uncommon,Common,Common,Common,Common,Uncommon,true
14647,0x7f814dC3c10BebF4A487F9bAB9A528c9bFB89d3c,Spirit Guardian Edition 01,BubbleGum Violence,,,,,,,,,,,,,,false
14648,0xB525eA0268cfF5aA01db9dAC42C84249Fb98c4b4,Spirit Guardian Edition 01,Emerald Hand,Master,Elite Corps,Astral,Dragon Roar,Lite Burst,Self Aura,Common,Epic,Common,Rare,Common,Rare,Common,true
14649,0x261b1b0D66D7B7847dC1e686C9A5DcA5Ca441c07,Spirit Guardian Edition 01,Grimbone,Runner,Sun Rise,Dusk,Dog Play,Magic Hour,Try Soul,Common,Common,Uncommon,Uncommon,Uncommon,Common,Epic,true
14650,0x724DC4d7eF9a1F698Cd806eF4Af84F53c71442ce,Spirit Guardian Edition 01,Bubblegum Violence,Officer,Harlequin Tonic,Yultide Up,Dog Play,Burst Orange,Zero Soul,Common,Common,Uncommon,Common,Common,Epic,Common,true
14651,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Grimbone,Runner,Sun Rise,Sun Spots,Dragon Roar,Magic Hour,Try Soul,Rare,Common,Uncommon,Uncommon,Rare,Uncommon,Common,true
14652,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Runner,Elite Corps,Elite,Dragon Roar,Sky Rise,Zero Soul,Uncommon,Common,Common,Common,Clan,Common,Common,true
14653,0xAa466f45bC6135930d8f615405D9Fa11e1aCC68c,Spirit Guardian Edition 01,Emerald Hand,Runner,Elegance,Elite,Dog Play,Royal Gem,Zero Soul,Uncommon,Common,Rare,Common,Uncommon,Rare,Common,true
14654,0x3EfF56eeD7Da5414FabB5938d3687dDc9013feA9,Spirit Guardian Edition 01,Grimbone,Master,Scorched Earth,Dusk,Dog Play,Dusty Orange,Try Soul,Common,Uncommon,Common,Uncommon,Common,Common,Uncommon,true
14655,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Tumblers Mule,Lolita Jam,Dragon Roar,Burst Orange,Zero Soul,Rare,Common,Common,Rare,Uncommon,Common,Epic,true
14656,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Grimbone,Adept,Scorched Earth,Blue Blaze,Dog Play,Magic Hour,Try Soul,Common,Common,Common,Common,Uncommon,Rare,Uncommon,true
14657,0x79DFCFE0743CE7ae1B47d2B74A59dFB09928c3EC,Spirit Guardian Edition 01,Emerald Hand,Runner,Elegance,Gem Stone,Dragon Roar,Royal Gem,Zero Soul,Common,Uncommon,Common,Common,Uncommon,Common,Common,true
14658,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Adept,Harlequin Tonic,Saphire Star,Dog Play,Sky View,Zero Soul,Rare,Rare,Clan,Uncommon,Uncommon,Uncommon,Common,true
14659,0xBe9a4E2C3967f711a22f274878f088881a78cC9F,Spirit Guardian Edition 01,Grimbone,,,,,,,,,,,,,,false
14660,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Harlequin Tonic,Yultide Up,Dragon Roar,Sky View,Zero Soul,Uncommon,Common,Common,Clan,Common,Common,Common,true
14661,0x81F721c2c86Ed240D09a5061b4315A0709522e0A,Spirit Guardian Edition 01,Emerald Hand,Officer,Elite Corps,Aura,Dog Play,Royal Gem,Zero Soul,Uncommon,Common,Uncommon,Rare,Common,Uncommon,Rare,true
14662,0x2686Dcc272924817ecbaF30b4ce3f9eac89D6F76,Spirit Guardian Edition 01,Grimbone,Adept,Dark Side,Blue Blaze,Dog Play,Dirty Yellow,Self Aura,Clan,Common,Epic,Rare,Epic,Uncommon,Common,true
14663,0xD29BE4885E53BB300a2fdcC6B4793AEb3ef90da2,Spirit Guardian Edition 01,Bubblegum Violence,Officer,Harlequin Tonic,Aquamarine Chill,Dog Play,Burst Orange,Zero Soul,Common,Common,Epic,Uncommon,Common,Epic,Uncommon,true
14664,0xbdF4227aa95b8d7A85F5F8dA52A1d8467b90d0bE,Spirit Guardian Edition 01,Emerald Hand,Officer,Emerald Palace,Elite,Dog Play,Royal Gem,Self Aura,Common,Clan,Uncommon,Common,Common,Common,Epic,true
14665,0xcaA92c27F0A487A93F2bb1A980e2e69003BE17FC,Spirit Guardian Edition 01,Grimbone,Adept,Scorched Earth,Dusk,Dog Play,Aura Green,Try Soul,Common,Common,Uncommon,Common,Clan,Rare,Uncommon,true
14666,0x9b2bEfdF2e42d1C961b48Ffb6f65F650E532fa7B,Spirit Guardian Edition 01,BubbleGum Violence,,,,,,,,,,,,,,false
14667,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Adept,Emerald Palace,Gem Stone,Dragon Roar,Sky Rise,Try Soul,Uncommon,Clan,Common,Epic,Rare,Common,Common,true
14668,0x6Eb6888ea9675eBb422c944e36feed887ef82429,Spirit Guardian Edition 01,Grimbone,,,,,,,,,,,,,,false
14669,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Tumblers Mule,Lolita Jam,Dog Play,Lite Lime,Zero Soul,Common,Rare,Rare,Common,Epic,Common,Epic,true
14670,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Runner,Elite Corps,Elite,Dog Play,Royal Gem,Zero Soul,Epic,Rare,Common,Rare,Uncommon,Uncommon,Common,true
14671,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Adept,Elite Corps,Astral,Dog Play,Scared Forest,Self Aura,Common,Common,Common,Common,Common,Uncommon,Epic,true
14672,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Grimbone,Adept,Scorched Earth,Blue Blaze,Dog Play,Noon Sun,Try Soul,Common,Rare,Common,Common,Common,Rare,Common,true
14673,0xb631bBEfc3E8C052084E0944525f71299cf08F3d,Spirit Guardian Edition 01,Bubblegum Violence,Adept,Mime Burst,Lolita Jam,Dragon Roar,Sky View,Try Soul,Uncommon,Common,Uncommon,Common,Uncommon,Epic,Common,true
14674,0x0348863508edaC1c6930D7D220f413D20e220f19,Spirit Guardian Edition 01,Grimbone,Officer,Scorched Earth,Dusk,Dog Play,Dirty Yellow,Zero Soul,Uncommon,Common,Common,Uncommon,Common,Uncommon,Uncommon,true
14675,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Adept,Elite Corps,Aura,Dog Play,Lite Burst,Try Soul,Common,Common,Epic,Epic,Epic,Common,Uncommon,true
14676,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Adept,Harlequin Tonic,Lolita Jam,Dog Play,Burst Orange,Zero Soul,Uncommon,Rare,Rare,Common,Common,Epic,Rare,true
14677,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Adept,Elegance,Aura,Dog Play,Soul Yellow,Try Soul,Common,Common,Uncommon,Common,Clan,Common,Uncommon,true
14678,0x9b0f4f79bf421ab9f25f955dE687E4FB59745C2F,Spirit Guardian Edition 01,Grimbone,Adept,Scorched Earth,Dusk,Dog Play,Dirty Yellow,Zero Soul,Rare,Rare,Common,Uncommon,Common,Common,Common,true
14679,0x04533242eFBd2913686E0A7E2EBE335E229804e3,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Harlequin Tonic,Yultide Up,Dragon Roar,Lite Lime,Zero Soul,Rare,Common,Common,Common,Common,Common,Common,true
14680,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Runner,Elegance,Gem Stone,Dragon Roar,Soul Yellow,Try Soul,Uncommon,Common,Epic,Uncommon,Uncommon,Common,Uncommon,true
14681,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Grimbone,Adept,Sun Rise,Sun Spots,Dog Play,Magic Hour,Zero Soul,Common,Common,Common,Common,Clan,Common,Common,true
14682,0x27c5DeCA8324cc6E9332dB95DeFA1a951F29452a,Spirit Guardian Edition 01,BubbleGum Violence,,,,,,,,,,,,,,false
14683,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Grimbone,Adept,Sun Rise,Faded,Dog Play,Aura Green,Try Soul,Clan,Common,Rare,Epic,Rare,Rare,Epic,true
14684,0xFDF847c940b4C299B1014C8F490b3e01F6656dd4,Spirit Guardian Edition 01,BubbleGum Violence,,,,,,,,,,,,,,false
14685,0x982cC063Eb389318f7052F68c44d6D195962D373,Spirit Guardian Edition 01,Emerald Hand,Grand Master,Elegance,Aura,Dragon Roar,Scared Forest,Try Soul,Common,Clan,Common,Common,Clan,Rare,Common,true
14686,0xece82aE5fe28A341a42848D0AaDba5d04d4e65a8,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Harlequin Tonic,Lolita Jam,Dragon Roar,Lite Lime,Try Soul,Uncommon,Uncommon,Common,Epic,Common,Uncommon,Uncommon,true
14687,0xfD2b99A8DE65aB8c6Ff57C2088bDE48DD39F576b,Spirit Guardian Edition 01,Grimbone,Runner,Dark Side,Dusk,Dog Play,Hazy Blaze,Try Soul,Common,Rare,Uncommon,Uncommon,Uncommon,Rare,Common,true
14688,0x81F721c2c86Ed240D09a5061b4315A0709522e0A,Spirit Guardian Edition 01,Emerald Hand,Master,Elite Corps,Elite,Dog Play,Sky Rise,Zero Soul,Uncommon,Common,Uncommon,Common,Common,Common,Rare,true
14689,0xeAcae941D2564577E620F43B2ef357FF908e4a7d,Spirit Guardian Edition 01,Emerald Hand,,,,,,,,,,,,,,false
14690,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Adept,Tumblers Mule,Saphire Star,Dragon Roar,Sun Up,Zero Soul,Epic,Uncommon,Rare,Rare,Epic,Common,Epic,true
14691,0xEC26e534b67CE28bE123fD72fbbf3f0fF89a5De2,Spirit Guardian Edition 01,Grimbone,,,,,,,,,,,,,,false
14692,0x91B4D332a34099a87Fa838c16Db72d5d3351abe8,Spirit Guardian Edition 01,Grimbone,Grand Master,Scorched Earth,Dusk,Dragon Roar,Noon Sun,Self Aura,Rare,Uncommon,Epic,Rare,Rare,Rare,Epic,true
14693,0x0a15ea04DF2CF3b781e0c4500e485c874567619E,Spirit Guardian Edition 01,Emerald Hand,Adept,Elite Corps,Elite,Dragon Roar,Soul Yellow,Try Soul,Clan,Uncommon,Common,Uncommon,Rare,Uncommon,Common,true
14694,0xa4547D58A2dD3e3592A4f552B46975509900cDF2,Spirit Guardian Edition 01,BubbleGum Violence,,,,,,,,,,,,,,false
14695,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Adept,Elite Corps,Elite,Dragon Roar,Sky Rise,Zero Soul,Uncommon,Clan,Common,Common,Common,Common,Common,true
14696,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Grimbone,Runner,Dark Side,Sun Spots,Dog Play,Aura Green,Self Aura,Common,Common,Rare,Common,Uncommon,Common,Rare,true
14697,0xb631bBEfc3E8C052084E0944525f71299cf08F3d,Spirit Guardian Edition 01,Bubblegum Violence,Adept,Mime Burst,Yultide Up,Dog Play,Dull Blue,Zero Soul,Uncommon,Uncommon,Common,Uncommon,Epic,Epic,Uncommon,true
14698,0xBE1576742390f799353Ea3c480E51B9a67C7a8d9,Spirit Guardian Edition 01,Grimbone,Runner,Sun Rise,Dusk,Dog Play,Dusk,Try Soul,Common,Common,Common,Common,Common,Common,Epic,true
14699,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Runner,Elite Corps,Aura,Dog Play,Scared Forest,Try Soul,Epic,Common,Rare,Rare,Common,Uncommon,Rare,true
14700,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Tumblers Mule,Saphire Star,Dog Play,Sun Up,Self Aura,Common,Uncommon,Epic,Common,Clan,Uncommon,Common,true
14701,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Adept,Emerald Palace,Astral,Dog Play,Solar,Zero Soul,Common,Common,Common,Common,Uncommon,Rare,Uncommon,true
14702,0x103E300ffD3aE7d7aC7193A776CBC1817c1757B8,Spirit Guardian Edition 01,BubbleGum Violence,,,,,,,,,,,,,,false
14703,0x048FBc20b9cfa547Da137288456d0eBf220F5e94,Spirit Guardian Edition 01,Grimbone,,,,,,,,,,,,,,false
14704,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Grimbone,Runner,Dark Side,Faded,Dog Play,Dirty Yellow,Self Aura,Common,Uncommon,Common,Common,Common,Common,Uncommon,true
14705,0xC2792c914aaF183603Ab000a4A9c0aa7B617308f,Spirit Guardian Edition 01,Emerald Hand,,,,,,,,,,,,,,false
14706,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Adept,Harlequin Tonic,Yultide Up,Dog Play,Ice Light,Try Soul,Uncommon,Common,Clan,Epic,Uncommon,Common,Common,true
14707,0x81F721c2c86Ed240D09a5061b4315A0709522e0A,Spirit Guardian Edition 01,Emerald Hand,Master,Elite Corps,Elite,Dog Play,Lite Burst,Self Aura,Common,Clan,Rare,Common,Epic,Common,Uncommon,true
14708,0x4F4A6B8038ae866D596995063D08409D8eEa32ea,Spirit Guardian Edition 01,Grimbone,Master,Scorched Earth,Sun Spots,Dog Play,Aura Green,Zero Soul,Rare,Epic,Rare,Rare,Epic,Common,Common,true
14709,0x673328B20739d9d477f98EA74A5574b84A3db950,Spirit Guardian Edition 01,Bubblegum Violence,Master,Harlequin Tonic,Lolita Jam,Dog Play,Sky View,Try Soul,Rare,Common,Common,Common,Uncommon,Common,Rare,true
14710,0xb631bBEfc3E8C052084E0944525f71299cf08F3d,Spirit Guardian Edition 01,Grimbone,Officer,Sun Rise,Blue Blaze,Dog Play,Dirty Yellow,Zero Soul,Rare,Epic,Uncommon,Common,Common,Uncommon,Epic,true
14711,0x350DC39F5aD19e805465C4f8Eb0D98F61Eba1821,Spirit Guardian Edition 01,Emerald Hand,Grand Master,Elite Corps,Elite,Dog Play,Emerald,Zero Soul,Common,Common,Common,Uncommon,Uncommon,Rare,Uncommon,true
14712,0x13fa32Ed411c8b8b44eefC187B329D9e6035d816,Spirit Guardian Edition 01,Bubblegum Violence,Adept,Harlequin Tonic,Aquamarine Chill,Dog Play,Fuchsia Mix,Zero Soul,Uncommon,Rare,Common,Rare,Epic,Common,Common,true
14713,0x1c0C39b3284c116C9AC1B9209B361Da1AE92B1F9,Spirit Guardian Edition 01,Grimbone,,,,,,,,,,,,,,false
14714,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Harlequin Tonic,Lolita Jam,Dragon Roar,Burst Orange,Zero Soul,Common,Uncommon,Epic,Common,Uncommon,Common,Common,true
14715,0x6AD7B27395E5e663564523F01DA21c66C962144b,Spirit Guardian Edition 01,Emerald Hand,Runner,Elite Corps,Gem Stone,Dragon Roar,Emerald,Self Aura,Common,Uncommon,Clan,Uncommon,Uncommon,Clan,Common,true
14716,0xa3b2D553A72a9363C46b9909A301309291AF2E9e,Spirit Guardian Edition 01,Emerald Hand,Adept,Elite Corps,Elite,Dog Play,Emerald,Try Soul,Epic,Epic,Common,Common,Common,Common,Rare,true
14717,0x9777225e7225966698dDed1C400189ffC7bff654,Spirit Guardian Edition 01,Grimbone,Grand Master,Scorched Earth,Dusk,Dog Play,Dusk,Self Aura,Clan,Common,Uncommon,Rare,Common,Common,Common,true
14718,0xc6C76aacEB61528346DB67a941c43BEC9E216c09,Spirit Guardian Edition 01,Bubblegum Violence,Adept,Mime Burst,Yultide Up,Dragon Roar,Sky View,Try Soul,Uncommon,Common,Common,Common,Uncommon,Uncommon,Epic,true
14719,0x4b4054E2f195Bf59E85f7916b5140164e19E39A4,Spirit Guardian Edition 01,Grimbone,Adept,Sun Rise,Faded,Dog Play,Magic Hour,Self Aura,Common,Uncommon,Rare,Common,Epic,Uncommon,Common,true
14720,0x0c0B7340238e3c88b80790c4066F0a9F71932A87,Spirit Guardian Edition 01,Emerald Hand,,,,,,,,,,,,,,false
14721,0x0348863508edaC1c6930D7D220f413D20e220f19,Spirit Guardian Edition 01,Bubblegum Violence,Grand Master,Harlequin Tonic,Yultide Up,Dog Play,Ice Light,Try Soul,Common,Uncommon,Common,Uncommon,Common,Common,Uncommon,true
14722,0x6CE55CaCA95a00E938EA07a3Ca38f2C941Fe917e,Spirit Guardian Edition 01,Bubblegum Violence,Officer,Harlequin Tonic,Yultide Up,Dog Play,Sun Up,Zero Soul,Uncommon,Common,Common,Uncommon,Rare,Clan,Common,true
