Token ID,Owner Address,Attribute egg type,Attribute background,Attribute leaf,Attribute ear,Attribute fur,Attribute mouth,Attribute eye,Attribute hair,Attribute head accessory,Attribute hand accessory,Attribute foreground,Attribute hatched egg,Attribute eyebrows,Attribute face accessory,Attribute eye sparkle,Attribute clothing,Attribute left arm,Attribute right arm,Attribute 1 of 1
7091,0x766D3d56a500d28aC988Cfee2B982ae445027DB1,,Blue,Green,,Heavy Brown,Hmph,Relaxed,Brown,,Banana Parfait,,Lucky,,,,Purple Sleeveless,Peace Sign,,
7092,0x2caa0A493605fa1D81Ca3087C9f57Bf2e441F1EA,,Ronin Moon,Blue,Excited,Light Moca,Hmph,Relaxed,Moca,Smiley Mask,Capirinha,,Common,,,,Blue Bowtie,Peace Sign,,
7093,0xf3508b4b8777D5e7d843731d9Bbed3eA4090B7C2,,Purple Sparkles,Purple,Tired,Light Brown,Yell,Crying,Brown,White Chef Wrap,,,Lucky,Sad,,Watery,,,Finger,
7094,0x1c8b5fBfC90b0e609330197D7b8dd913A497B71D,,Red,Green,,Light Moca,Surprised,Round,Moca,,,,Common,,,Big Sparkles,Red Sleeveless,Finger,,
7095,0x01c27821fFFA37B76BCA0b93af68F7bb2EdEA8F0,,Light Pink,Rainbow,,Rainbow,Tongue out,Tired,Rainbow,,,,Lucky,Surprised,,,Neko Onesie,,,
7096,0x9C2d64190F08E9876D077534Ac18539958FB3021,,Teal,Pink,Normal,Light Dark,Drool,Frown,Dark,,,,Lucky,Surprised,,,Jersey,,,
7097,0x76c8A47060635b664d2BF95284f9CB63d6740008,Common,,,,,,,,,,,,,,,,,,
7098,0x0353923b9b6486b0516c212bAEFe30AcD3DadD71,,Light Grey,Red,Sad,Light Moca,Scared,Bored,Moca,Black Head Band,,,Common,,,,,,,
7099,0x4475f534F1077689f7f195a8af533E9B230d0B44,,Teal,White,Excited,Light Brown,Open Smile,Bored,Brown,,Silver Coin,,Common,,Clown Paint,,TMA Zulu Rockets,,,
7100,0xAa9cD865E89db949692a8b3A4d2d8f98F9aB4aaA,,Red,Teal,Excited,Heavy Moca,Scared,Round,Moca,Tie Dye Headband,Coffee,Rain,Common,Sus,,Sparkles,Purple Hoodie,,,
7101,0x7C965fb18E90D887bE5169cf0E48B738AE10EC84,,Dark Green,Rainbow,Normal,Rainbow,Passive,Tired,Rainbow,,Decorators Brush,Sakura,Divine,Angry,Monocle,,Green Overalls,,,
7102,0xb1Ae532C7dcFB31B12951Fd087E2E2370fFED0C9,,Purple,Rainbow,Normal,Rainbow,Tongue out,Determined,Rainbow,,Silver Coin,,Common,,,Sparkles,,Finger,,
7103,0xdA47EAf92f69456A6c4516f031c49d6F14e4A500,,Dark Green,Pink,Excited,Light Moca,Scared,Frown,Blue Bob,,Red Rose,,Lucky,,,,,Finger,,
7104,0x44D278340Fd48B61aB43848455c6bc9Bab2ECf6d,,Pink,Purple,Tired,Heavy Brown,Teeth Smile,Determined,Brown,,,Particles,Common,,Blush,Sparkles,Straw Kimono,,,
7105,0x4C0C4c7002888Db0f195f5c74790a91b998B4B08,,Light Blue,Blue,Tired,Light Dark,Tongue out,Crying,Dark,,,,Common,Surprised,Sunglasses,Watery,Purple Hoodie,,,
7106,0x59d2Ef3249a1FADf3d84C65B9690e02b261b0f47,,Purple,Red,Normal,Light Brown,Yell,Excited,Brown,Pink Snapback,Bowl of Curry,Talisman,Common,Pointy,,,,,,
7107,0xB3ab46494c17AE5075BB76118AAd9143cA279Ceb,,Blue,Red,Normal,Light Brown,Teeth Smile,Determined,Brown,Red Hat,White Controller,,Common,,,Sparkles,Red Thin Scarf,,,
7108,0x969b9DaE85EfDC1aa14b42C89ec18DD79333C000,,Dark Green,Red,Tired,Light Brown,Smile,Round,Brown,Gold Headband,Red Wine,Particles,Common,,Teeth,Sparkles,Teal Hoodie,,,
7109,0x950d2BD33a2bbB671dce2eE44Ccc59b03966cfbf,,Dark Green,Purple,Sad,Light Yellow,Tongue out,Determined,Yellow,Pink Headband,Shovel,,Common,,,Dot,,,,
7110,0x861ACf6002657569e31d05EEe48f0d94773e7a10,,Dark Green,Red,Normal,Heavy Dark,Teeth Smile,Excited,Dark,Eggshell,,Heavy Snow,Lucky,,,,,,Peace Sign,
7111,0x1B1A6f21eb7EBF45a6E729506362eF3370543931,,Pink,Red,Excited,Light Grey,Drool,Tired,Grey,Red Headband,,,Lucky,Angry,,,,,,
7112,0x385E75797DFE074268d758Ae60fd5592BB887447,,Dark Blue,Red,Tired,Heavy Grey,Scared,Round,Grey,Pirate Bandana,Lattern,,Common,,,Big Sparkles,,Finger,,
7113,0x00bC5b61042Fa8375DbA651A2309Bc5595302ec1,Common,,,,,,,,,,,,,,,,,,
7114,0xffed1dfB56275742e6F9A9Bef862C2f7Bba8fA4B,,Dark Blue,White,Excited,Heavy Brown,Scared,Round,Brown,,,,Lucky,Bushy,,Sparkles,Samurai,,,
7115,0x969b9DaE85EfDC1aa14b42C89ec18DD79333C000,,Teal Sparkles,Onyx,Excited,Heavy Brown,Hmph,Crying,Brown,Shiny Blue Glasses,Pink Phone,,Lucky,,,Watery,Purple Hoodie,,,
7116,0x8d5aB09062FA6553f655a4EcA782bb106e1de799,,Light Blue,Teal,Sad,Heavy Grey,Tongue out,Round,Grey,,,,Lucky,Pointy,,Watery,Ninja,,,
7117,0x6Fa8e777Eb83485213C8Dc1AE3E524E37F0f426a,,Green,Purple,Sad,Light Brown,Sad,Tired,,White Bunny Headband,,,Lucky,,Face Paint,,,,Peace Sign,
7118,0xDA15C9528293adD6F82C1034Db14A426Ea2bED15,,Purple,Teal,Tired,Light Grey,Drool,Tired,Grey,,,,Common,Sus,Cucumber,,,,,
7119,0x00D93Cd7C1f8d11b31be003A74a9dD7F4d15556D,,Light Blue,Blue,Sad,Light Yellow,Gasp,Determined,Yellow,,Steamed Bun,Heavy Snow,Common,,Sunglasses,Dot,Pink Overalls,,,
7120,0xF255bFD88E3974E0a67cB9312666D3cd2DA7B9Df,,Nature,Teal,Sad,Light Yellow,Tongue out,Tired,Yellow,Blue Headband,,,Common,,,,Green Overalls,,,
7121,0xd288F1a45CA71cF5f64CA57941D42b8f05E0FA37,,Purple Sparkles,Green,Tired,Heavy Moca,Hmph,Crying,Moca,Black Head Band,Green Beetle,,Common,,,Heart,,,,
7122,0x52c242DC28d7742e496E322526bEf945bB99Ee9B,,Yellow Sparkles,Rainbow,Normal,Rainbow,Tongue out,Frown,Rainbow,Pink Beret,Carrot,Sakura,Lucky,Angry,,,,Finger,,
7123,0x8dD5884B332e1Ee405D0cd90fc424B2fE3D61bF6,,Ronin Aurora,Yellow,Tired,Light Yellow,Sad,Tired,Yellow,Toilet Paper,Bronze coin,Rain,Common,Sad,,,Toilet Paper,,,
7124,0x17eF5451Ed7F2b670F62AF8C25602521ABEDa01F,,Light Pink,White,Excited,Heavy Grey,Tongue out,Frown,Grey,Blue Snapback,Ratz Ramen,,Common,,,,Denim Vest,,,
7125,0xC9a76B4e1C1654098785fA721486fC1a6FbEE6C0,,Green,Yellow,Tired,Heavy Grey,Scared,Bored,Grey,Blue Chef Wrap,,Talisman,Lucky,Angry,Eye Bags,,Blue Bandana,,,
7126,0x4c4B3ff7B2339DC0417d5f77a3B1810A321CA3a4,,Light Grey,Rainbow,Normal,Rainbow,Surprised,Relaxed,Rainbow,Ronin,Gold Kunai,,Divine,,Cucumber,,Ronin,,,
7127,0xA997FDa2cef30A6adF5D18B3F5357A1bEd6C599B,,Dark Grey,Purple,Tired,Light Brown,Yell,Determined,Brown,,Egg,Talisman,Lucky,,,Sparkles,Teal Thin Scarf,Finger,,
7128,0xD65cfbB30f9cbd03286E5F2D21470e78d7Cb864C,,Purple Sparkles,Yellow,Sad,Light Brown,Tongue out,Tired,Brown,,Gold Raffle,,Common,,,,TMA Zulu Rockets,,,
7129,0x5ed6B5eE6E08CBBb1c2975064b664E126eAbA7F5,,Ronin Aurora,Green,Normal,Heavy Dark,Disgust,Determined,Dark,Black Head Band,Blue Net,Sakura,Common,,Eye Bags,Sparkles,,,,
7130,0x1188A433E40F534112E8D27E4F5999985A21EA9b,Lucky,,,,,,,,,,,,,,,,,,
7131,0x4CFd681d4D4652e4Ee083bB638fDB49fe818a6cB,,Dark Blue,Red,Normal,Light Brown,Teeth Smile,Bored,Blue Bob,,Lattern,Light Snow,Common,Angry,,,,Peace Sign,,
7132,0x7Aa63FaDc2277E91aa9F2890E0A3F644354987C0,,Purple Sparkles,Blue,Normal,Light Moca,Yell,Frown,Moca,,,Rain,Common,,,,Corn Onesie,,,
7133,0x7F9189Aa2baA264A9d409D3A10D97A942dbB6187,,Grey Sparkles,Green,Normal,Light Yellow,Smile,Tired,Yellow,Pink Snapback,Ice Coffee,,Common,Bushy,,,,,,
7134,0xA2e124Bc34aD852d0a6Cc59B37ED273B41dd8520,,Grey,Gold,,Gold,Passive,Round,Gold,,Red Wine,,Lucky,Sad,,Dot,Neko Onesie,,,
7135,0x76c8A47060635b664d2BF95284f9CB63d6740008,Lucky,,,,,,,,,,,,,,,,,,
7136,0x5E381D4c3a0133f2c0822C810C87F34e6F02C5C8,,Yellow,Pink,Normal,Light Dark,Smile,Crying,Dark,,Lit Lattern,,Common,,Blush,Watery,Lemon Bag,,,
7137,0x2caa0A493605fa1D81Ca3087C9f57Bf2e441F1EA,,Grey,Red,Sad,Light Brown,Passive,Shocked,Brown,Blue Kanzashi,Ratz Ramen,,Common,,,,,,,
7138,0xB037A0C29032B23704CC51644ba10Fded9dE23ed,,Teal,Green,Normal,Light Dark,Teeth Smile,Shocked,,Blue Bunny Headband,,,Common,,Blush,,Kappa Bag,Finger,,
7139,0xd614a153ab3812390F9610641a7CA5DD741fa156,,Dark Grey,Onyx,Sad,Light Brown,Yell,Bored,Brown,Sparkle Cap,Mochi,Fog,Lucky,Sus,,,Teal Hoodie,,,
7140,0x52971D51e53e1E5C2e586e9AbC3125B4DF786377,,Dark Fog,Green,Normal,Light Dark,Scared,Happy,Dark,Jiangshi,Onigiri,,Lucky,,,,Samurai,,,
7141,0x18fcb8F0B56C8B086e632036776A8348eA6829da,,Blue,Onyx,Sad,Heavy Moca,Smile,Bored,Moca,,Ice Coffee,,Common,Surprised,,,Grimbone,,,
7142,0x2caa0A493605fa1D81Ca3087C9f57Bf2e441F1EA,Lucky,,,,,,,,,,,,,,,,,,
7143,0xC2256f38a6E6330E045b14FC6E2fdCb43c6b071A,,Yellow,Red,Sad,Light Yellow,Scared,Frown,,Maid Headband,Sake Bottle,,Common,Sus,,,Maid Apron,Finger,,
7144,0x8dD5884B332e1Ee405D0cd90fc424B2fE3D61bF6,,Light Green,Red,Sad,Heavy Dark,Passive,Crying,Dark,Red Headband,Banana Parfait,,Common,,Scar,Dot,,,,
7145,0x280356431c67d3a5979604391Fa7caE53fB54ff0,,Light Yellow,Pink,Excited,Light Grey,Surprised,Crying,Grey,White Shades,,Sakura,Common,,,Heart,Rainbow Kimono,,,
7146,0x969b9DaE85EfDC1aa14b42C89ec18DD79333C000,,Light Grey,Green,Normal,Heavy Moca,Hmph,Shocked,Moca,Blue Headband,Pencil,,Lucky,Sus,,,Red Bandana,Peace Sign,,
7147,0xDa2C563306a4ec0a13B48cdF31872Ddec588da9F,,Light Blue,Rainbow,Normal,Rainbow,Surprised,Round,Rainbow,Black Head Band,,,Divine,Angry,,Big Sparkles,Teal Hoodie,,,
7148,0x87bEA6fF958A3CC1AD75a5e93f7ff8F6d6119f95,,Light Pink,Red,Normal,Light Brown,Hmph,Shocked,Brown,,Red Wine,,Common,Sad,Bubblegum Round Glasses,,White Bunny Bag,,,
7149,0x9E6112c09a357f713fc88253738aBca426E9685E,,Light Yellow,Blue,Sad,Heavy Brown,Hmph,Relaxed,Brown,,Regular Milk,,Common,,Villian Sunglasses,,,,,
7150,0x4b7B9742fC9f4977148EeD65f1Df2fBD8301fb09,,Dark Grey,Gold,Sad,Gold,Chubby,Crying,Gold,White Chef Wrap,Halo Halo,,Lucky,,,Big Sparkles,Red Bandana,,,
7151,0xcBa996949b1b45A6c080aEE52F4c79FA00Cba3B5,,Light Blue,Green,Excited,Light Yellow,Disgust,Determined,Yellow,White Chef Wrap,White Wine,,Lucky,,,Sparkles,Blue Duck Floatie,,,
7152,0x2db780ffce84c82a9579a9bAb0313476FC52E789,,Light Grey,Yellow,Normal,Light Brown,Scared,Determined,Brown,Pink Kanzashi,,,Common,,,Dot,,,Finger,
7153,0x2caa0A493605fa1D81Ca3087C9f57Bf2e441F1EA,,Light Yellow,Yellow,Excited,Heavy Grey,Hmph,Bored,Grey,Golden Chocolate,,Spirits,Common,,,Dot,Red Thin Scarf,,,
7154,0xb543695736A0FD12ec8B6F7e9a3e5Ee41bf864A3,,Light Grey,Green,Normal,Light Moca,Tongue out,Determined,Moca,Pink Snapback,Sake Cup,,Common,,,Sparkles,Blue Bowtie,Finger,,
7155,0x00bC5b61042Fa8375DbA651A2309Bc5595302ec1,Common,,,,,,,,,,,,,,,,,,
7156,0xe821C24C79A31cF42Bcc4E3Cb92Cbf0C2E6DF6cf,,Dark Grey,Rainbow,Normal,Rainbow,Smile,Tired,Rainbow,,Fish,,Divine,,Black Aviator,,Casual Kimono,,,
7157,0x8A0629f4759b2506b756B37b9B7a3748FE345915,,Ronin Moon,Teal,Tired,Heavy Brown,Smile,Tired,Brown,Moku Cap,,Spirits,Common,Angry,Straw,,Yellow Artist Apron,,Finger,
7158,0x30A70eA3192158163E599CB4f2338318687Aa245,,Ronin Aurora,Green,Excited,Light Brown,Hmph,Bored,Brown,,Blue Katana,,Common,Sad,,,Mom Tattoo,,,
7159,0x8d26f01073B24261816549E882A6027899a7Ef05,Lucky,,,,,,,,,,,,,,,,,,
7160,0x539108375f7b12a7A93aD364BBcBA746888138cB,,Dark Blue,Green,Normal,Heavy Yellow,Teeth Smile,Tired,Yellow,Blue Chef Wrap,Blue Cyberpunk Katana,,Common,Surprised,Blush,,Purple Hoodie,,,
7161,0x6A627895793cA563A68aEDA9D1884B3521FB8B73,,Pink,Onyx,Excited,Heavy Yellow,Hmph,Relaxed,Yellow,,Dango,,Common,,Rainbow Shades,,Teal Hoodie,,,
7162,0x8C5Ab84A31f47AB67bFf019Ce4bC6DB4C9B6f8a7,,Dark Grey,Green,Normal,Heavy Brown,Sad,Round,,White Egg,FL Bat,,Common,,Blush,Sparkles,White Egg,,,
7163,0x39f43650835948A9c85CaD479d47D9C19EbAB8B4,,Light Yellow,Red,Excited,Heavy Brown,Scared,Mavis,Brown,,Ketchup Knife,,Lucky,,White Round Glasses,,Purple Hoodie,,,
7164,0x95F555E3D81b4f3E36B6b0676B3C8488152f0f9a,,Red,Yellow,Sad,Heavy Moca,Surprised,Bored,Moca,Red Hat,Pillow,,Common,Sad,,,Purple Hoodie,,,
7165,0x2e0D5810ea6D4a115DE9AeB8eB4953691F5e450b,,Purple,Purple,Normal,Heavy Yellow,Gasp,Excited,Yellow,Tan Explorer Hat,Fish,,Common,,Clown Paint,,Pink Top,,,
7166,0x4B688CC0D7F4db8c8ce2f41509897C6B18CD2eA6,Lucky,,,,,,,,,,,,,,,,,,
7167,0x169Ed62ADd40D1609A9471809Cf175eaFCFE49C8,,Teal Sparkles,Blue,Sad,Light Grey,Yell,Tired,Grey,,,Light Streaks,Lucky,Sus,Villian Sunglasses,,Yellow Bandana,,,
7168,0xe6bbB556d755cDeDb30B6f127b9d6D20b7Cb5747,,Teal,Green,,Light Moca,Hmph,Determined,Moca,,,Light Streaks,Common,,Blush,Dot,Purple Sleeveless,Finger,,
7169,0x6Fa8e777Eb83485213C8Dc1AE3E524E37F0f426a,,Green,Rainbow,Normal,Rainbow,Hmph,Crying,Rainbow,Red Hat,Lattern,,Divine,,,Heart,Jersey,Finger,,
7170,0xF255bFD88E3974E0a67cB9312666D3cd2DA7B9Df,,Blue,Blue,Excited,Heavy Brown,Disgust,Frown,Brown,TMA Tesla Visor,,,Common,Sus,Blue Pacifier,,Teal Hoodie,,,
7171,0x4f506eFfB8b2910fd71f4eFBE96cC8A859eae43B,Common,,,,,,,,,,,,,,,,,,
7172,0x5808544B8e2e4e2e1e4aA9FCE414B3E42fDa88Fa,Lucky,,,,,,,,,,,,,,,,,,
7173,0x4C0ea94bEe7e0066Ebaf1a1384fcb3fE76Fc042D,,Light Blue,Blue,Normal,Heavy Yellow,Drool,Crying,Yellow,,,,Lucky,Surprised,,Heart,Banana Onesie,,,
7174,0x2c23B77B7e85c7F634c6db175153c96918355bab,,Colorful Grid,Blue,Normal,Light Grey,Tongue out,Determined,Grey,,,,Lucky,,,Sparkles,Pink Bag,Finger,Finger,
7175,0x27CBdC35168fE7a0080D23D27604B5613C0736f5,,Teal Sparkles,Purple,Excited,Light Grey,Drool,Tired,Grey,Moku Cap,,,Common,Sus,,,,Peace Sign,,
7176,0x62Dc60eae9e5d1ba5AAA8AcC837847Ad93069191,,Teal,Blue,Normal,Heavy Moca,Tongue out,Round,,Frog Head,Bananagasm,,Common,Sad,Eye Patch,Dot,,,Peace Sign,
7177,0x3F86f18322a888d9b3adef38f127c941bCcc014D,,Light Blue,Green,Excited,Heavy Dark,Sad,Frown,Dark,Cat Mask,Decorators Brush,,Common,Sad,,,,,,
7178,0x99aA1bE2d862112a8621610C247F0F975067e7d2,,Dark Grey,Blue,Tired,Heavy Yellow,Teeth Smile,Frown,,,Onigiri,,Common,,,,,,,
7179,0x8d5aB09062FA6553f655a4EcA782bb106e1de799,,Red,Gold,Normal,Gold,Devious,Tired,Gold,,Toilet Plunger,,Divine,,,,Green Overalls,,,
7180,0x73829b57804c93edeaBcD893c4CdFA8A094b98fA,,Spirit Aqua,Spirit,Normal,Spirit,Passive,Frown,,Ronin,Buff Moki,Sakura,Divine,Angry,,,Ronin,,,
7181,0x4a199f3e8F4e2CCcf59fc454D4b61A414c674fA9,Divine,,,,,,,,,,,,,,,,,,
7182,0x0d6d0d6a819A912659398873a694189Fb689cCF4,,Dark Grey,Yellow,Tired,Light Moca,Tongue out,Shocked,Moca,,Blue Sensu,,Common,,,,Vest,,,
7183,0xdAb2DD2ECAc1bCeE610f98C3fcfCCbBF130E81Ac,,Light Pink,Green,Excited,Heavy Brown,Scared,Tired,Brown,Maid Headband,,,Common,Sad,Scar,,Maid Apron,,Finger,
7184,0x2caa0A493605fa1D81Ca3087C9f57Bf2e441F1EA,Lucky,,,,,,,,,,,,,,,,,,
7185,0xd98423827012A3503CC5FAB9ec6904C26A17d749,,Green,Onyx,Normal,Light Yellow,Scared,Crying,Yellow,,Rice Bowl,,Common,Sad,Scar,Watery,Teal Hoodie,,,
7186,0x2E0eF58169ee77bdacCD19bF2850f1E56c3E94Df,,Red,Red,Tired,Light Brown,Tongue out,Shocked,Brown,,Decorators Brush,Particles,Common,Angry,,,Yellow Bandana,Finger,,
7187,0x8d5aB09062FA6553f655a4EcA782bb106e1de799,,Red,Yellow,Normal,Light Grey,Tongue out,Relaxed,Grey,,,,Common,,Sunglasses,,,,Peace Sign,
7188,0xd0aa93C10d826B99993cdA93C3DF93A5De3369A9,,Purple Sparkles,Pink,Normal,Light Brown,Disgust,Tired,Brown,Pink Snapback,Lattern,,Lucky,,,,,,,
7189,0x42B22e8168386EcB3618C4E148969658f6A604F4,,Light Yellow,Red,,Heavy Yellow,Tongue out,Frown,Yellow,,Red Wagasa,,Common,Surprised,Blue Pacifier,,Cow Onesie,,,
7190,0x8d5aB09062FA6553f655a4EcA782bb106e1de799,,Shadow Blue,Shadow,Normal,Shadow,Smile,Round,,,,,Divine,Angry,,Big Sparkles,Mom Tattoo,,Peace Sign,
7191,0x65b43330029369F3DC5A31A99374407c0EfA51fb,,Purple,White,Excited,Light Yellow,Yell,Crying,Yellow,WF Pigcopter Mask,Bubble Tea,Talisman,Common,,Blush,Watery,Teal Thin Scarf,,,
7192,0x76c8A47060635b664d2BF95284f9CB63d6740008,Common,,,,,,,,,,,,,,,,,,
7193,0x236a23da8B654e96F4A27A9AEA32aaB818220000,,Green,Green,Normal,Heavy Dark,Teeth Smile,Frown,,Frog Head,Fishbone,,Common,Sus,,,,,,
7194,0x4D10e72B761bA488fD6bF41ee974D9cBcF4eBd0f,,Ronin Aurora,Blue,Excited,Heavy Dark,Sad,Round,Dark,,,Talisman,Lucky,Angry,,Heart,Emerald Hands,,,
7195,0x6Bb5f494DC87882b610Cb0996548b03182CF9887,,Pink,Rainbow,Normal,Rainbow,Sad,Crying,Rainbow,,Bronze coin,,Divine,Angry,Bandaid,Watery,Gold Kimono,,,
7196,0x71eA6a047428204f56C84893fD0966b3116adEAe,,Dark Blue,Blue,,Light Brown,Smile,Crying,Brown,,Toilet Paper,Light Snow,Lucky,,Straw,Watery,Purple Sleeveless,,,
7197,0x2db780ffce84c82a9579a9bAb0313476FC52E789,,Grey,Green,Excited,Heavy Yellow,Yell,Frown,Yellow,Fish Bone,,,Common,Pointy,,,Purple Hoodie,,,
7198,0xf0AaDf9b05119619aeEAF7D1728d7A5aE36612B1,,Dark Grey,Rainbow,Normal,Rainbow,Tongue out,Frown,Rainbow,Toilet Paper,,,Lucky,Angry,,,Toilet Paper,,Finger,
7199,0x76c8A47060635b664d2BF95284f9CB63d6740008,Common,,,,,,,,,,,,,,,,,,
7200,0x969AAE9c027cfba33A236A23Ca2cDbcF3535E415,,Grey,Rainbow,Normal,Rainbow,Scared,Bored,Rainbow,Blue Nightcap,Red Katana,,Common,,Scar,,Yellow Bandana,,,
7201,0x76c8A47060635b664d2BF95284f9CB63d6740008,Lucky,,,,,,,,,,,,,,,,,,
7202,0xE51E3B109731cD07DE81b2181Bd4218f76827b6D,Common,,,,,,,,,,,,,,,,,,
7203,0xdeFbF42115b2eE95c50d8eb5a82B1aAF16E3FFFF,Common,,,,,,,,,,,,,,,,,,
7204,0x05a9619b7B79E202eF1e227e7fA1737bBC555Ac0,,Yellow,Pink,Sad,Heavy Dark,Surprised,Tired,Dark,Straw Hat,,,Common,Sad,Blush,,Yellow Blanket,,,
7205,0x7a474410F836722e95a04B19FE16dBfC41b8C133,,Light Yellow,Onyx,Normal,Light Moca,Sad,Bored,,Banana Peel,Pipe,Rain,Lucky,Angry,Blush,,Gold Kimono,,,
7206,0xDc8142e4dA8143eB0238951F389ABAb06F4A5B55,,Purple Sparkles,Blue,Sad,Light Brown,Smile,Frown,Brown,White Chef Wrap,,,Common,,,,Teal Hoodie,,,
7207,0x2caa0A493605fa1D81Ca3087C9f57Bf2e441F1EA,,Purple Sparkles,Teal,Tired,Light Moca,Hmph,Bored,Moca,Witch Hat,Decorators Brush,,Common,Sad,,,Daimyo Kimono,,,
7208,0x4687C3fdC1D7C4739d22F88E068e90691C14b026,,Yellow Sparkles,Green,Excited,Light Grey,Smile,Crying,Grey,Blue Chef Wrap,Pink Phone,,Common,,Teeth,Sparkles,Blue Bowtie,,,
7209,0x7C01A2cD31e95551451aFF455565d2e3c58093A0,,Shadow Purple,Shadow,Normal,Shadow,Scared,Crying,,Ice Pack,Vanilla M9,,Lucky,Sus,,Watery,,,,
7210,0x4f506eFfB8b2910fd71f4eFBE96cC8A859eae43B,Common,,,,,,,,,,,,,,,,,,
7211,0xa153E2c412a4D837486fb23B2D1c2CD807567CF5,,Purple,Yellow,Tired,Light Moca,Scared,Bored,Moca,,Capirinha,,Lucky,Surprised,Black Aviator,,Hula Lei,,,
7212,0xBfF1f157DfFD0217B9DF24315666Bd42504ceAD3,,Light Pink,Blue,Sad,Heavy Brown,Passive,Round,Brown,Red Headband,,,Common,,Eye Bags,Sparkles,Lemon Bag,,Finger,
7213,0xfcfb50155FB9857e7Ac628EBf5c2E17EEedb5b6e,,Ronin Aurora,Blue,Normal,Heavy Dark,Teeth Smile,Excited,Brown Long,,White Controller,,Lucky,,,,,,,
7214,0xdAb2DD2ECAc1bCeE610f98C3fcfCCbBF130E81Ac,,Dark Green,Teal,,Light Brown,Passive,Round,Brown,,Coxinha,,Common,Angry,Moustache,Heart,Red Sleeveless,,,
7215,0x39C30EDF793aE411B15674B45c06B68837e02251,,Blue,Rainbow,,Rainbow,Smile,Bored,Rainbow,,Pizza,,Divine,,Blush,,Black Sheep Onesie,,,
7216,0x76c8A47060635b664d2BF95284f9CB63d6740008,Common,,,,,,,,,,,,,,,,,,
7217,0x576d227Ee61c17211BF50B086fb5B039f2e5F2a8,,Dark Blue,Gold,Tired,Gold,Yell,Relaxed,Gold,,,Spirits,Divine,,,,,,Peace Sign,
7218,0x7E682AdE5d91C16c5ddB91408399070a1577D296,,Yellow Sparkles,Green,Normal,Light Yellow,Teeth Smile,Bored,Yellow,,Gold Origami,,Lucky,,,,,,,
7219,0x7Aa63FaDc2277E91aa9F2890E0A3F644354987C0,,Yellow Sparkles,Green,Normal,Light Moca,Sad,Determined,Moca,TMA Noble Skull,,Sakura,Lucky,,Blush,Sparkles,,,Peace Sign,
7220,0x0435740a47559fbC6BbB92310AD7FD1a5ECbde85,,Gallery Grey,Red,Normal,Heavy Brown,Tongue out,Happy,Brown,,,,Common,,,,Garbage Can,,,
7221,0x3DDA1453805F86C61F27d863F5178677526DD6CD,,Light Yellow,Teal,Sad,Light Yellow,Sad,Round,Yellow,,Rootbeer,,Common,Sad,,Watery,Teal Thin Scarf,Peace Sign,,
7222,0xE36C0E9F6df2A23ab84375D29Dd8330F1c6B9805,,Pink,Pink,Excited,Light Yellow,Tongue out,Tired,Black Ponytail,,,,Lucky,Bushy,,,Mom Tattoo,,Finger,
7223,0x2e8eB31c3158f8C63d15d58c147287De1a15840b,,Yellow,Yellow,Normal,Light Brown,Scared,Bored,Brown,,Coxinha,Light Snow,Common,,,,Kappa Bag,,,
7224,0xA4ec0A97506a7D73A74948Efd38e7443A8742731,,Blue,Rainbow,Normal,Rainbow,Passive,Round,Rainbow,Chocolate,White Wine,,Divine,Angry,Scar,Big Sparkles,Pink Top,Peace Sign,,
7225,0xFF198E8db65ea1F8b24Ef2Dc23CfEC39e13b94d6,,Pink,Green,Excited,Heavy Moca,Gasp,Frown,Moca,Towel,Chocolate,Heavy Snow,Lucky,,,,Towel,,,
7226,0x6Fa8e777Eb83485213C8Dc1AE3E524E37F0f426a,,Teal,Red,Normal,Light Dark,Devious,Frown,Dark,Blue Snapback,Red Kunai,,Common,Surprised,,Dot,Red Bandana,,,
7227,0x4aDD956A89f11A8208ad5141113054E85a9776f1,,Dark Grey,Purple,Normal,Light Brown,Open Smile,Round,Black Ponytail,,Blue Sensu,Spirits,Common,Bushy,,Sparkles,Teal Hoodie,,,
7228,0x8d5aB09062FA6553f655a4EcA782bb106e1de799,,Red,Red,Excited,Heavy Brown,Tongue out,Frown,Brown,Smiley Mask,,,Common,Sus,,,Red Thin Scarf,,Peace Sign,
7229,0x94863B011C9b619263469A90ed8D4a4231fF5FFF,,Teal,Green,Sad,Light Dark,Yell,Excited,Dark,Pink Snapback,,,Common,,,,Blue Duck Floatie,,Finger,
7230,0x6641B7c91F552dAAd910DaDe647c394742a3Cd39,,Red,Rainbow,Normal,Rainbow,Scared,Round,Rainbow,,,Heavy Snow,Divine,Sus,,Sparkles,Teal Thin Scarf,Finger,,
7231,0x7e3853c5F5D0666583C2704D60d50a658A0Bd9FB,,Galaxy,Teal,Normal,Heavy Brown,Drool,Crying,Brown,Jiangshi,Coconut,,Lucky,Bushy,,Dot,,,,
7232,0xd0aa93C10d826B99993cdA93C3DF93A5De3369A9,,Pink,Yellow,Sad,Light Grey,Gasp,Crying,Grey,,,,Common,,,Big Sparkles,,Finger,,
7233,0x673E3Fac7AAE4f9F8e53cDcFDDCeE63616B4aa0e,,Light Blue,Rainbow,Normal,Rainbow,Chubby,Frown,,Pink Bunny Headband,Coffee,,Common,,,,Purple Hoodie,,,
